year,month,fund_name,return
2021,08,天弘中证芯片产业指数C,-0.035
2021,09,天弘中证芯片产业指数C,-0.059
2021,10,天弘中证芯片产业指数C,0.027
2021,11,天弘中证芯片产业指数C,0.057
2021,12,天弘中证芯片产业指数C,-0.029
2022,01,天弘中证芯片产业指数C,-0.136
2022,02,天弘中证芯片产业指数C,0.045
2022,03,天弘中证芯片产业指数C,-0.107
2022,04,天弘中证芯片产业指数C,-0.111
2022,05,天弘中证芯片产业指数C,0.055
2022,06,天弘中证芯片产业指数C,0.054
2022,07,天弘中证芯片产业指数C,-0.073
2022,08,天弘中证芯片产业指数C,0.012
2022,09,天弘中证芯片产业指数C,-0.086
2022,10,天弘中证芯片产业指数C,0.024
2022,11,天弘中证芯片产业指数C,0.013
2022,12,天弘中证芯片产业指数C,-0.027
2023,01,天弘中证芯片产业指数C,0.042
2023,02,天弘中证芯片产业指数C,-0.008
2023,03,天弘中证芯片产业指数C,0.017
