year,month,fund_name,return
2020,01,金信稳健策略灵活配置混合,0.03
2020,02,金信稳健策略灵活配置混合,-0.133
2020,03,金信稳健策略灵活配置混合,0.195
2020,04,金信稳健策略灵活配置混合,-0.138
2020,05,金信稳健策略灵活配置混合,0.013
2020,06,金信稳健策略灵活配置混合,-0.137
2020,07,金信稳健策略灵活配置混合,-0.237
2020,08,金信稳健策略灵活配置混合,0.176
2020,09,金信稳健策略灵活配置混合,0.024
2020,10,金信稳健策略灵活配置混合,-0.044
2020,11,金信稳健策略灵活配置混合,-0.087
2020,12,金信稳健策略灵活配置混合,-0.131
2021,01,金信稳健策略灵活配置混合,0.043
2021,02,金信稳健策略灵活配置混合,-0.027
2021,03,金信稳健策略灵活配置混合,0.096
2021,04,金信稳健策略灵活配置混合,-0.131
2021,05,金信稳健策略灵活配置混合,-0.187
2021,06,金信稳健策略灵活配置混合,-0.407
2021,07,金信稳健策略灵活配置混合,-0.102
2021,08,金信稳健策略灵活配置混合,0.185
2021,09,金信稳健策略灵活配置混合,0.053
2021,10,金信稳健策略灵活配置混合,-0.076
2021,11,金信稳健策略灵活配置混合,-0.263
2021,12,金信稳健策略灵活配置混合,0.326
2022,01,金信稳健策略灵活配置混合,0.248
2022,02,金信稳健策略灵活配置混合,-0.095
2022,03,金信稳健策略灵活配置混合,0.226
2022,04,金信稳健策略灵活配置混合,0.214
2022,05,金信稳健策略灵活配置混合,-0.152
2022,06,金信稳健策略灵活配置混合,-0.163
2022,07,金信稳健策略灵活配置混合,-0.153
2022,08,金信稳健策略灵活配置混合,0.083
2022,09,金信稳健策略灵活配置混合,0.235
2022,10,金信稳健策略灵活配置混合,-0.221
2022,11,金信稳健策略灵活配置混合,0.114
2022,12,金信稳健策略灵活配置混合,0.086
2023,01,金信稳健策略灵活配置混合,-0.003
2023,02,金信稳健策略灵活配置混合,0.007
2023,03,金信稳健策略灵活配置混合,-0.023
