year,month,fund_name,return
2018,02,广发中证基建工程ETF联接C,0.006
2018,03,广发中证基建工程ETF联接C,0.029
2018,04,广发中证基建工程ETF联接C,0.043
2018,05,广发中证基建工程ETF联接C,0.058
2018,06,广发中证基建工程ETF联接C,0.094
2018,07,广发中证基建工程ETF联接C,-0.068
2018,08,广发中证基建工程ETF联接C,0.043
2018,09,广发中证基建工程ETF联接C,0.002
2018,10,广发中证基建工程ETF联接C,0.036
2018,11,广发中证基建工程ETF联接C,-0.023
2018,12,广发中证基建工程ETF联接C,0.04
2019,01,广发中证基建工程ETF联接C,-0.002
2019,02,广发中证基建工程ETF联接C,-0.099
2019,03,广发中证基建工程ETF联接C,-0.054
2019,04,广发中证基建工程ETF联接C,0.119
2019,05,广发中证基建工程ETF联接C,0.017
2019,06,广发中证基建工程ETF联接C,-0.037
2019,07,广发中证基建工程ETF联接C,0.018
2019,08,广发中证基建工程ETF联接C,0.016
2019,09,广发中证基建工程ETF联接C,0.01
2019,10,广发中证基建工程ETF联接C,0.012
2019,11,广发中证基建工程ETF联接C,0.016
2019,12,广发中证基建工程ETF联接C,-0.053
2020,01,广发中证基建工程ETF联接C,0.106
2020,02,广发中证基建工程ETF联接C,-0.113
2020,03,广发中证基建工程ETF联接C,0.072
2020,04,广发中证基建工程ETF联接C,-0.019
2020,05,广发中证基建工程ETF联接C,0.028
2020,06,广发中证基建工程ETF联接C,0.005
2020,07,广发中证基建工程ETF联接C,-0.084
2020,08,广发中证基建工程ETF联接C,-0.004
2020,09,广发中证基建工程ETF联接C,0.039
2020,10,广发中证基建工程ETF联接C,0.013
2020,11,广发中证基建工程ETF联接C,-0.037
2020,12,广发中证基建工程ETF联接C,0.056
2021,01,广发中证基建工程ETF联接C,0.015
2021,02,广发中证基建工程ETF联接C,-0.041
2021,03,广发中证基建工程ETF联接C,-0.026
2021,04,广发中证基建工程ETF联接C,0.037
2021,05,广发中证基建工程ETF联接C,-0.003
2021,06,广发中证基建工程ETF联接C,-0.004
2021,07,广发中证基建工程ETF联接C,-0.036
2021,08,广发中证基建工程ETF联接C,-0.104
2021,09,广发中证基建工程ETF联接C,0.014
2021,10,广发中证基建工程ETF联接C,0.025
2021,11,广发中证基建工程ETF联接C,0.005
2021,12,广发中证基建工程ETF联接C,-0.048
2022,01,广发中证基建工程ETF联接C,-0.036
2022,02,广发中证基建工程ETF联接C,0.029
2022,03,广发中证基建工程ETF联接C,0.041
2022,04,广发中证基建工程ETF联接C,-0.022
2022,05,广发中证基建工程ETF联接C,0.014
2022,06,广发中证基建工程ETF联接C,-0.011
2022,07,广发中证基建工程ETF联接C,0.037
2022,08,广发中证基建工程ETF联接C,0.015
2022,09,广发中证基建工程ETF联接C,0.057
2022,10,广发中证基建工程ETF联接C,-0.004
2022,11,广发中证基建工程ETF联接C,-0.071
2022,12,广发中证基建工程ETF联接C,0.041
2023,01,广发中证基建工程ETF联接C,-0.042
2023,02,广发中证基建工程ETF联接C,-0.027
2023,03,广发中证基建工程ETF联接C,-0.038
