year,month,fund_name,return
2021,08,信诚中证基建工程指数(LOF)C,-0.045
2021,09,信诚中证基建工程指数(LOF)C,0.012
2021,10,信诚中证基建工程指数(LOF)C,0.024
2021,11,信诚中证基建工程指数(LOF)C,0.006
2021,12,信诚中证基建工程指数(LOF)C,-0.043
2022,01,信诚中证基建工程指数(LOF)C,-0.032
2022,02,信诚中证基建工程指数(LOF)C,0.028
2022,03,信诚中证基建工程指数(LOF)C,0.041
2022,04,信诚中证基建工程指数(LOF)C,-0.019
2022,05,信诚中证基建工程指数(LOF)C,0.013
2022,06,信诚中证基建工程指数(LOF)C,-0.009
2022,07,信诚中证基建工程指数(LOF)C,0.035
2022,08,信诚中证基建工程指数(LOF)C,0.015
2022,09,信诚中证基建工程指数(LOF)C,0.054
2022,10,信诚中证基建工程指数(LOF)C,-0.003
2022,11,信诚中证基建工程指数(LOF)C,-0.064
2022,12,信诚中证基建工程指数(LOF)C,0.038
2023,01,信诚中证基建工程指数(LOF)C,-0.038
2023,02,信诚中证基建工程指数(LOF)C,-0.024
2023,03,信诚中证基建工程指数(LOF)C,-0.034
