year,month,fund_name,return
2021,09,华夏恒生互联网科技业ETF联接(QDII)A,-0.005
2021,10,华夏恒生互联网科技业ETF联接(QDII)A,-0.015
2021,11,华夏恒生互联网科技业ETF联接(QDII)A,0.047
2021,12,华夏恒生互联网科技业ETF联接(QDII)A,0.086
2022,01,华夏恒生互联网科技业ETF联接(QDII)A,-0.003
2022,02,华夏恒生互联网科技业ETF联接(QDII)A,0.059
2022,03,华夏恒生互联网科技业ETF联接(QDII)A,0.072
2022,04,华夏恒生互联网科技业ETF联接(QDII)A,0.02
2022,05,华夏恒生互联网科技业ETF联接(QDII)A,-0.043
2022,06,华夏恒生互联网科技业ETF联接(QDII)A,-0.064
2022,07,华夏恒生互联网科技业ETF联接(QDII)A,0.085
2022,08,华夏恒生互联网科技业ETF联接(QDII)A,0.0
2022,09,华夏恒生互联网科技业ETF联接(QDII)A,0.118
2022,10,华夏恒生互联网科技业ETF联接(QDII)A,0.077
2022,11,华夏恒生互联网科技业ETF联接(QDII)A,-0.136
2022,12,华夏恒生互联网科技业ETF联接(QDII)A,-0.066
2023,01,华夏恒生互联网科技业ETF联接(QDII)A,-0.048
2023,02,华夏恒生互联网科技业ETF联接(QDII)A,0.083
2023,03,华夏恒生互联网科技业ETF联接(QDII)A,-0.001
