year,month,fund_name,return
2021,09,华夏恒生互联网科技业ETF联接(QDII)C,-0.014
2021,10,华夏恒生互联网科技业ETF联接(QDII)C,0.042
2021,11,华夏恒生互联网科技业ETF联接(QDII)C,-0.064
2021,12,华夏恒生互联网科技业ETF联接(QDII)C,-0.066
2022,01,华夏恒生互联网科技业ETF联接(QDII)C,-0.044
2022,02,华夏恒生互联网科技业ETF联接(QDII)C,-0.027
2022,03,华夏恒生互联网科技业ETF联接(QDII)C,-0.064
2022,04,华夏恒生互联网科技业ETF联接(QDII)C,0.013
2022,05,华夏恒生互联网科技业ETF联接(QDII)C,0.011
2022,06,华夏恒生互联网科技业ETF联接(QDII)C,0.059
2022,07,华夏恒生互联网科技业ETF联接(QDII)C,-0.084
2022,08,华夏恒生互联网科技业ETF联接(QDII)C,0.01
2022,09,华夏恒生互联网科技业ETF联接(QDII)C,-0.127
2022,10,华夏恒生互联网科技业ETF联接(QDII)C,-0.126
2022,11,华夏恒生互联网科技业ETF联接(QDII)C,0.174
2022,12,华夏恒生互联网科技业ETF联接(QDII)C,0.052
2023,01,华夏恒生互联网科技业ETF联接(QDII)C,0.045
2023,02,华夏恒生互联网科技业ETF联接(QDII)C,-0.102
2023,03,华夏恒生互联网科技业ETF联接(QDII)C,0.042
