year,month,fund_name,return
2021,12,汇添富中证芯片产业指数增强发起A,-0.034
2022,01,汇添富中证芯片产业指数增强发起A,-0.134
2022,02,汇添富中证芯片产业指数增强发起A,0.05
2022,03,汇添富中证芯片产业指数增强发起A,-0.132
2022,04,汇添富中证芯片产业指数增强发起A,-0.088
2022,05,汇添富中证芯片产业指数增强发起A,0.059
2022,06,汇添富中证芯片产业指数增强发起A,0.038
2022,07,汇添富中证芯片产业指数增强发起A,-0.046
2022,08,汇添富中证芯片产业指数增强发起A,0.016
2022,09,汇添富中证芯片产业指数增强发起A,-0.058
2022,10,汇添富中证芯片产业指数增强发起A,0.018
2022,11,汇添富中证芯片产业指数增强发起A,-0.006
2022,12,汇添富中证芯片产业指数增强发起A,-0.027
2023,01,汇添富中证芯片产业指数增强发起A,0.037
2023,02,汇添富中证芯片产业指数增强发起A,-0.009
2023,03,汇添富中证芯片产业指数增强发起A,0.015
