year,month,fund_name,return
2018,04,汇安趋势动力股票C,-0.001
2018,05,汇安趋势动力股票C,-0.001
2018,06,汇安趋势动力股票C,0.008
2018,07,汇安趋势动力股票C,0.003
2018,08,汇安趋势动力股票C,0.029
2018,09,汇安趋势动力股票C,0.008
2018,10,汇安趋势动力股票C,0.002
2018,11,汇安趋势动力股票C,-0.02
2018,12,汇安趋势动力股票C,0.067
2019,01,汇安趋势动力股票C,-0.028
2019,02,汇安趋势动力股票C,-0.117
2019,03,汇安趋势动力股票C,-0.136
2019,04,汇安趋势动力股票C,0.17
2019,05,汇安趋势动力股票C,-0.022
2019,06,汇安趋势动力股票C,-0.034
2019,07,汇安趋势动力股票C,0.038
2019,08,汇安趋势动力股票C,-0.065
2019,09,汇安趋势动力股票C,0.045
2019,10,汇安趋势动力股票C,-0.004
2019,11,汇安趋势动力股票C,0.025
2019,12,汇安趋势动力股票C,-0.105
2020,01,汇安趋势动力股票C,0.128
2020,02,汇安趋势动力股票C,-0.159
2020,03,汇安趋势动力股票C,0.082
2020,04,汇安趋势动力股票C,-0.066
2020,05,汇安趋势动力股票C,-0.026
2020,06,汇安趋势动力股票C,-0.079
2020,07,汇安趋势动力股票C,-0.12
2020,08,汇安趋势动力股票C,0.083
2020,09,汇安趋势动力股票C,0.042
2020,10,汇安趋势动力股票C,0.054
2020,11,汇安趋势动力股票C,-0.074
2020,12,汇安趋势动力股票C,-0.163
2021,01,汇安趋势动力股票C,-0.027
2021,02,汇安趋势动力股票C,0.102
2021,03,汇安趋势动力股票C,0.135
2021,04,汇安趋势动力股票C,-0.031
2021,05,汇安趋势动力股票C,-0.095
2021,06,汇安趋势动力股票C,-0.134
2021,07,汇安趋势动力股票C,-0.196
2021,08,汇安趋势动力股票C,-0.077
2021,09,汇安趋势动力股票C,0.115
2021,10,汇安趋势动力股票C,-0.147
2021,11,汇安趋势动力股票C,-0.094
2021,12,汇安趋势动力股票C,0.129
2022,01,汇安趋势动力股票C,0.196
2022,02,汇安趋势动力股票C,-0.045
2022,03,汇安趋势动力股票C,0.166
2022,04,汇安趋势动力股票C,0.181
2022,05,汇安趋势动力股票C,-0.151
2022,06,汇安趋势动力股票C,-0.158
2022,07,汇安趋势动力股票C,-0.028
2022,08,汇安趋势动力股票C,0.154
2022,09,汇安趋势动力股票C,0.173
2022,10,汇安趋势动力股票C,-0.108
2022,11,汇安趋势动力股票C,0.128
2022,12,汇安趋势动力股票C,0.091
2023,01,汇安趋势动力股票C,-0.03
2023,02,汇安趋势动力股票C,-0.011
2023,03,汇安趋势动力股票C,-0.025
