year,month,fund_name,return
2015,08,信诚中证基建工程指数(LOF)A,-0.001
2015,09,信诚中证基建工程指数(LOF)A,0.002
2015,10,信诚中证基建工程指数(LOF)A,0.0
2015,11,信诚中证基建工程指数(LOF)A,0.0
2015,12,信诚中证基建工程指数(LOF)A,0.002
2016,01,信诚中证基建工程指数(LOF)A,0.001
2016,02,信诚中证基建工程指数(LOF)A,0.019
2016,03,信诚中证基建工程指数(LOF)A,-0.107
2016,04,信诚中证基建工程指数(LOF)A,0.029
2016,05,信诚中证基建工程指数(LOF)A,0.054
2016,06,信诚中证基建工程指数(LOF)A,0.013
2016,07,信诚中证基建工程指数(LOF)A,-0.006
2016,08,信诚中证基建工程指数(LOF)A,-0.077
2016,09,信诚中证基建工程指数(LOF)A,-0.006
2016,10,信诚中证基建工程指数(LOF)A,-0.072
2016,11,信诚中证基建工程指数(LOF)A,-0.138
2016,12,信诚中证基建工程指数(LOF)A,0.077
2017,01,信诚中证基建工程指数(LOF)A,0.013
2017,02,信诚中证基建工程指数(LOF)A,-0.068
2017,03,信诚中证基建工程指数(LOF)A,-0.059
2017,04,信诚中证基建工程指数(LOF)A,0.067
2017,05,信诚中证基建工程指数(LOF)A,0.098
2017,06,信诚中证基建工程指数(LOF)A,-0.053
2017,07,信诚中证基建工程指数(LOF)A,-0.018
2017,08,信诚中证基建工程指数(LOF)A,0.01
2017,09,信诚中证基建工程指数(LOF)A,0.006
2017,10,信诚中证基建工程指数(LOF)A,-0.011
2017,11,信诚中证基建工程指数(LOF)A,0.073
2017,12,信诚中证基建工程指数(LOF)A,0.029
2018,01,信诚中证基建工程指数(LOF)A,0.073
2018,02,信诚中证基建工程指数(LOF)A,0.264
2018,07,信诚中证基建工程指数(LOF)A,-0.072
2018,08,信诚中证基建工程指数(LOF)A,0.08
2019,01,信诚中证基建工程指数(LOF)A,-0.014
2019,02,信诚中证基建工程指数(LOF)A,-0.004
2019,05,信诚中证基建工程指数(LOF)A,0.018
2019,06,信诚中证基建工程指数(LOF)A,-0.035
2019,07,信诚中证基建工程指数(LOF)A,0.032
2019,08,信诚中证基建工程指数(LOF)A,0.025
2019,09,信诚中证基建工程指数(LOF)A,0.013
2019,10,信诚中证基建工程指数(LOF)A,0.014
2019,11,信诚中证基建工程指数(LOF)A,0.019
2019,12,信诚中证基建工程指数(LOF)A,-0.049
2020,01,信诚中证基建工程指数(LOF)A,0.105
2020,02,信诚中证基建工程指数(LOF)A,-0.104
2020,03,信诚中证基建工程指数(LOF)A,0.072
2020,04,信诚中证基建工程指数(LOF)A,-0.019
2020,05,信诚中证基建工程指数(LOF)A,0.027
2020,06,信诚中证基建工程指数(LOF)A,0.007
2020,07,信诚中证基建工程指数(LOF)A,-0.076
2020,08,信诚中证基建工程指数(LOF)A,-0.003
2020,09,信诚中证基建工程指数(LOF)A,0.038
2020,10,信诚中证基建工程指数(LOF)A,0.013
2020,11,信诚中证基建工程指数(LOF)A,-0.035
2020,12,信诚中证基建工程指数(LOF)A,0.054
2021,01,信诚中证基建工程指数(LOF)A,0.015
2021,02,信诚中证基建工程指数(LOF)A,-0.037
2021,03,信诚中证基建工程指数(LOF)A,-0.024
2021,04,信诚中证基建工程指数(LOF)A,0.036
2021,05,信诚中证基建工程指数(LOF)A,-0.003
2021,06,信诚中证基建工程指数(LOF)A,-0.001
2021,07,信诚中证基建工程指数(LOF)A,-0.034
2021,08,信诚中证基建工程指数(LOF)A,-0.098
2021,09,信诚中证基建工程指数(LOF)A,0.012
2021,10,信诚中证基建工程指数(LOF)A,0.024
2021,11,信诚中证基建工程指数(LOF)A,0.005
2021,12,信诚中证基建工程指数(LOF)A,-0.043
2022,01,信诚中证基建工程指数(LOF)A,-0.033
2022,02,信诚中证基建工程指数(LOF)A,0.028
2022,03,信诚中证基建工程指数(LOF)A,0.04
2022,04,信诚中证基建工程指数(LOF)A,-0.02
2022,05,信诚中证基建工程指数(LOF)A,0.013
2022,06,信诚中证基建工程指数(LOF)A,-0.01
2022,07,信诚中证基建工程指数(LOF)A,0.035
2022,08,信诚中证基建工程指数(LOF)A,0.014
2022,09,信诚中证基建工程指数(LOF)A,0.053
2022,10,信诚中证基建工程指数(LOF)A,-0.003
2022,11,信诚中证基建工程指数(LOF)A,-0.065
2022,12,信诚中证基建工程指数(LOF)A,0.038
2023,01,信诚中证基建工程指数(LOF)A,-0.038
2023,02,信诚中证基建工程指数(LOF)A,-0.025
2023,03,信诚中证基建工程指数(LOF)A,-0.034
