,FundCode,FundName,TradingDay,NetWorth
0,007872,金信稳健策略灵活配置混合,2020-01-13,1.0185
1,007872,金信稳健策略灵活配置混合,2020-01-14,1.0188
2,007872,金信稳健策略灵活配置混合,2020-01-15,1.0187
3,007872,金信稳健策略灵活配置混合,2020-01-16,1.0192
4,007872,金信稳健策略灵活配置混合,2020-01-17,1.0166
5,007872,金信稳健策略灵活配置混合,2020-01-20,1.0328
6,007872,金信稳健策略灵活配置混合,2020-01-21,1.0229
7,007872,金信稳健策略灵活配置混合,2020-01-22,1.0247
8,007872,金信稳健策略灵活配置混合,2020-01-23,1.0074
9,007872,金信稳健策略灵活配置混合,2020-02-03,0.988
10,007872,金信稳健策略灵活配置混合,2020-02-04,1.0253
11,007872,金信稳健策略灵活配置混合,2020-02-05,1.0449
12,007872,金信稳健策略灵活配置混合,2020-02-06,1.0771
13,007872,金信稳健策略灵活配置混合,2020-02-07,1.086
14,007872,金信稳健策略灵活配置混合,2020-02-10,1.1001
15,007872,金信稳健策略灵活配置混合,2020-02-11,1.0836
16,007872,金信稳健策略灵活配置混合,2020-02-12,1.0858
17,007872,金信稳健策略灵活配置混合,2020-02-13,1.0867
18,007872,金信稳健策略灵活配置混合,2020-02-14,1.091
19,007872,金信稳健策略灵活配置混合,2020-02-17,1.1115
20,007872,金信稳健策略灵活配置混合,2020-02-18,1.1311
21,007872,金信稳健策略灵活配置混合,2020-02-19,1.1097
22,007872,金信稳健策略灵活配置混合,2020-02-20,1.1236
23,007872,金信稳健策略灵活配置混合,2020-02-21,1.1466
24,007872,金信稳健策略灵活配置混合,2020-02-24,1.1855
25,007872,金信稳健策略灵活配置混合,2020-02-25,1.1941
26,007872,金信稳健策略灵活配置混合,2020-02-26,1.1217
27,007872,金信稳健策略灵活配置混合,2020-02-27,1.1491
28,007872,金信稳健策略灵活配置混合,2020-02-28,1.0794
29,007872,金信稳健策略灵活配置混合,2020-03-02,1.1211
30,007872,金信稳健策略灵活配置混合,2020-03-03,1.1497
31,007872,金信稳健策略灵活配置混合,2020-03-04,1.118
32,007872,金信稳健策略灵活配置混合,2020-03-05,1.0913
33,007872,金信稳健策略灵活配置混合,2020-03-06,1.0798
34,007872,金信稳健策略灵活配置混合,2020-03-09,1.0103
35,007872,金信稳健策略灵活配置混合,2020-03-10,1.0551
36,007872,金信稳健策略灵活配置混合,2020-03-11,1.0263
37,007872,金信稳健策略灵活配置混合,2020-03-12,1.0192
38,007872,金信稳健策略灵活配置混合,2020-03-13,1.0455
39,007872,金信稳健策略灵活配置混合,2020-03-16,0.986
40,007872,金信稳健策略灵活配置混合,2020-03-17,1.0111
41,007872,金信稳健策略灵活配置混合,2020-03-18,0.9936
42,007872,金信稳健策略灵活配置混合,2020-03-19,1.0096
43,007872,金信稳健策略灵活配置混合,2020-03-20,1.0133
44,007872,金信稳健策略灵活配置混合,2020-03-23,0.9562
45,007872,金信稳健策略灵活配置混合,2020-03-24,0.9685
46,007872,金信稳健策略灵活配置混合,2020-03-25,0.9881
47,007872,金信稳健策略灵活配置混合,2020-03-26,0.9761
48,007872,金信稳健策略灵活配置混合,2020-03-27,0.9553
49,007872,金信稳健策略灵活配置混合,2020-03-30,0.9199
50,007872,金信稳健策略灵活配置混合,2020-03-31,0.9245
51,007872,金信稳健策略灵活配置混合,2020-04-01,0.9259
52,007872,金信稳健策略灵活配置混合,2020-04-02,0.9576
53,007872,金信稳健策略灵活配置混合,2020-04-03,0.953
54,007872,金信稳健策略灵活配置混合,2020-04-07,0.9699
55,007872,金信稳健策略灵活配置混合,2020-04-08,0.964
56,007872,金信稳健策略灵活配置混合,2020-04-09,0.9682
57,007872,金信稳健策略灵活配置混合,2020-04-10,0.947
58,007872,金信稳健策略灵活配置混合,2020-04-13,0.9225
59,007872,金信稳健策略灵活配置混合,2020-04-14,0.9488
60,007872,金信稳健策略灵活配置混合,2020-04-15,0.9493
61,007872,金信稳健策略灵活配置混合,2020-04-16,0.9643
62,007872,金信稳健策略灵活配置混合,2020-04-17,0.9759
63,007872,金信稳健策略灵活配置混合,2020-04-20,0.9863
64,007872,金信稳健策略灵活配置混合,2020-04-21,0.984
65,007872,金信稳健策略灵活配置混合,2020-04-22,0.9822
66,007872,金信稳健策略灵活配置混合,2020-04-23,0.9669
67,007872,金信稳健策略灵活配置混合,2020-04-24,0.9572
68,007872,金信稳健策略灵活配置混合,2020-04-27,0.9548
69,007872,金信稳健策略灵活配置混合,2020-04-28,0.9816
70,007872,金信稳健策略灵活配置混合,2020-04-29,0.9847
71,007872,金信稳健策略灵活配置混合,2020-04-30,1.0273
72,007872,金信稳健策略灵活配置混合,2020-05-06,1.0636
73,007872,金信稳健策略灵活配置混合,2020-05-07,1.0602
74,007872,金信稳健策略灵活配置混合,2020-05-08,1.076
75,007872,金信稳健策略灵活配置混合,2020-05-11,1.0613
76,007872,金信稳健策略灵活配置混合,2020-05-12,1.0717
77,007872,金信稳健策略灵活配置混合,2020-05-13,1.0697
78,007872,金信稳健策略灵活配置混合,2020-05-14,1.0647
79,007872,金信稳健策略灵活配置混合,2020-05-15,1.0993
80,007872,金信稳健策略灵活配置混合,2020-05-18,1.0486
81,007872,金信稳健策略灵活配置混合,2020-05-19,1.0843
82,007872,金信稳健策略灵活配置混合,2020-05-20,1.0455
83,007872,金信稳健策略灵活配置混合,2020-05-21,1.0242
84,007872,金信稳健策略灵活配置混合,2020-05-22,1.0073
85,007872,金信稳健策略灵活配置混合,2020-05-25,0.9922
86,007872,金信稳健策略灵活配置混合,2020-05-26,1.0263
87,007872,金信稳健策略灵活配置混合,2020-05-27,1.0072
88,007872,金信稳健策略灵活配置混合,2020-05-28,1.0049
89,007872,金信稳健策略灵活配置混合,2020-05-29,1.0074
90,007872,金信稳健策略灵活配置混合,2020-06-01,1.0506
91,007872,金信稳健策略灵活配置混合,2020-06-02,1.061
92,007872,金信稳健策略灵活配置混合,2020-06-03,1.0604
93,007872,金信稳健策略灵活配置混合,2020-06-04,1.0472
94,007872,金信稳健策略灵活配置混合,2020-06-05,1.0664
95,007872,金信稳健策略灵活配置混合,2020-06-08,1.0565
96,007872,金信稳健策略灵活配置混合,2020-06-09,1.0767
97,007872,金信稳健策略灵活配置混合,2020-06-10,1.0793
98,007872,金信稳健策略灵活配置混合,2020-06-11,1.071
99,007872,金信稳健策略灵活配置混合,2020-06-12,1.0803
100,007872,金信稳健策略灵活配置混合,2020-06-15,1.0581
101,007872,金信稳健策略灵活配置混合,2020-06-16,1.075
102,007872,金信稳健策略灵活配置混合,2020-06-17,1.0682
103,007872,金信稳健策略灵活配置混合,2020-06-18,1.0957
104,007872,金信稳健策略灵活配置混合,2020-06-19,1.1108
105,007872,金信稳健策略灵活配置混合,2020-06-22,1.1413
106,007872,金信稳健策略灵活配置混合,2020-06-23,1.1455
107,007872,金信稳健策略灵活配置混合,2020-06-24,1.1604
108,007872,金信稳健策略灵活配置混合,2020-06-29,1.1488
109,007872,金信稳健策略灵活配置混合,2020-06-30,1.1798
110,007872,金信稳健策略灵活配置混合,2020-07-01,1.1876
111,007872,金信稳健策略灵活配置混合,2020-07-02,1.2219
112,007872,金信稳健策略灵活配置混合,2020-07-03,1.2068
113,007872,金信稳健策略灵活配置混合,2020-07-06,1.2827
114,007872,金信稳健策略灵活配置混合,2020-07-07,1.3187
115,007872,金信稳健策略灵活配置混合,2020-07-08,1.3705
116,007872,金信稳健策略灵活配置混合,2020-07-09,1.4002
117,007872,金信稳健策略灵活配置混合,2020-07-10,1.4334
118,007872,金信稳健策略灵活配置混合,2020-07-13,1.4755
119,007872,金信稳健策略灵活配置混合,2020-07-14,1.4655
120,007872,金信稳健策略灵活配置混合,2020-07-15,1.397
121,007872,金信稳健策略灵活配置混合,2020-07-16,1.2995
122,007872,金信稳健策略灵活配置混合,2020-07-17,1.2984
123,007872,金信稳健策略灵活配置混合,2020-07-20,1.3335
124,007872,金信稳健策略灵活配置混合,2020-07-21,1.3324
125,007872,金信稳健策略灵活配置混合,2020-07-22,1.3488
126,007872,金信稳健策略灵活配置混合,2020-07-23,1.3416
127,007872,金信稳健策略灵活配置混合,2020-07-24,1.2575
128,007872,金信稳健策略灵活配置混合,2020-07-27,1.2651
129,007872,金信稳健策略灵活配置混合,2020-07-28,1.2747
130,007872,金信稳健策略灵活配置混合,2020-07-29,1.3421
131,007872,金信稳健策略灵活配置混合,2020-07-30,1.3202
