,FundCode,FundName,TradingDay,NetWorth
0,013082,信诚中证基建工程指数(LOF)C,2023-03-03,0.8212
1,013082,信诚中证基建工程指数(LOF)C,2023-03-02,0.8013
2,013082,信诚中证基建工程指数(LOF)C,2023-03-01,0.787
3,013082,信诚中证基建工程指数(LOF)C,2023-02-28,0.7698
4,013082,信诚中证基建工程指数(LOF)C,2023-02-27,0.7613
5,013082,信诚中证基建工程指数(LOF)C,2023-02-24,0.7673
6,013082,信诚中证基建工程指数(LOF)C,2023-02-23,0.7723
7,013082,信诚中证基建工程指数(LOF)C,2023-02-22,0.7758
8,013082,信诚中证基建工程指数(LOF)C,2023-02-21,0.7769
9,013082,信诚中证基建工程指数(LOF)C,2023-02-20,0.7708
10,013082,信诚中证基建工程指数(LOF)C,2023-02-17,0.7482
11,013082,信诚中证基建工程指数(LOF)C,2023-02-16,0.7542
12,013082,信诚中证基建工程指数(LOF)C,2023-02-15,0.7621
13,013082,信诚中证基建工程指数(LOF)C,2023-02-14,0.7684
14,013082,信诚中证基建工程指数(LOF)C,2023-02-13,0.7688
15,013082,信诚中证基建工程指数(LOF)C,2023-02-10,0.7608
16,013082,信诚中证基建工程指数(LOF)C,2023-02-09,0.7582
17,013082,信诚中证基建工程指数(LOF)C,2023-02-08,0.7542
18,013082,信诚中证基建工程指数(LOF)C,2023-02-07,0.7638
19,013082,信诚中证基建工程指数(LOF)C,2023-02-06,0.7557
20,013082,信诚中证基建工程指数(LOF)C,2023-02-03,0.7549
21,013082,信诚中证基建工程指数(LOF)C,2023-02-02,0.7632
22,013082,信诚中证基建工程指数(LOF)C,2023-02-01,0.7626
23,013082,信诚中证基建工程指数(LOF)C,2023-01-31,0.7509
24,013082,信诚中证基建工程指数(LOF)C,2023-01-30,0.7481
25,013082,信诚中证基建工程指数(LOF)C,2023-01-20,0.7509
26,013082,信诚中证基建工程指数(LOF)C,2023-01-19,0.7366
27,013082,信诚中证基建工程指数(LOF)C,2023-01-18,0.7317
28,013082,信诚中证基建工程指数(LOF)C,2023-01-17,0.7295
29,013082,信诚中证基建工程指数(LOF)C,2023-01-16,0.7309
30,013082,信诚中证基建工程指数(LOF)C,2023-01-13,0.725
31,013082,信诚中证基建工程指数(LOF)C,2023-01-12,0.7217
32,013082,信诚中证基建工程指数(LOF)C,2023-01-11,0.7253
33,013082,信诚中证基建工程指数(LOF)C,2023-01-10,0.726
34,013082,信诚中证基建工程指数(LOF)C,2023-01-09,0.7335
35,013082,信诚中证基建工程指数(LOF)C,2023-01-06,0.732
36,013082,信诚中证基建工程指数(LOF)C,2023-01-05,0.7319
37,013082,信诚中证基建工程指数(LOF)C,2023-01-04,0.7298
38,013082,信诚中证基建工程指数(LOF)C,2023-01-03,0.725
39,013082,信诚中证基建工程指数(LOF)C,2022-12-30,0.7153
40,013082,信诚中证基建工程指数(LOF)C,2022-12-29,0.708
41,013082,信诚中证基建工程指数(LOF)C,2022-12-28,0.7149
42,013082,信诚中证基建工程指数(LOF)C,2022-12-27,0.7199
43,013082,信诚中证基建工程指数(LOF)C,2022-12-26,0.7146
44,013082,信诚中证基建工程指数(LOF)C,2022-12-23,0.712
45,013082,信诚中证基建工程指数(LOF)C,2022-12-22,0.7134
46,013082,信诚中证基建工程指数(LOF)C,2022-12-21,0.7237
47,013082,信诚中证基建工程指数(LOF)C,2022-12-20,0.7286
48,013082,信诚中证基建工程指数(LOF)C,2022-12-19,0.7327
49,013082,信诚中证基建工程指数(LOF)C,2022-12-16,0.7563
50,013082,信诚中证基建工程指数(LOF)C,2022-12-15,0.7534
51,013082,信诚中证基建工程指数(LOF)C,2022-12-14,0.7574
52,013082,信诚中证基建工程指数(LOF)C,2022-12-13,0.763
53,013082,信诚中证基建工程指数(LOF)C,2022-12-12,0.7622
54,013082,信诚中证基建工程指数(LOF)C,2022-12-09,0.779
55,013082,信诚中证基建工程指数(LOF)C,2022-12-08,0.7812
56,013082,信诚中证基建工程指数(LOF)C,2022-12-07,0.7812
57,013082,信诚中证基建工程指数(LOF)C,2022-12-06,0.7906
58,013082,信诚中证基建工程指数(LOF)C,2022-12-05,0.804
59,013082,信诚中证基建工程指数(LOF)C,2022-12-02,0.7636
60,013082,信诚中证基建工程指数(LOF)C,2022-12-01,0.7629
61,013082,信诚中证基建工程指数(LOF)C,2022-11-30,0.7688
62,013082,信诚中证基建工程指数(LOF)C,2022-11-29,0.7752
63,013082,信诚中证基建工程指数(LOF)C,2022-11-28,0.756
64,013082,信诚中证基建工程指数(LOF)C,2022-11-25,0.7614
65,013082,信诚中证基建工程指数(LOF)C,2022-11-24,0.7452
66,013082,信诚中证基建工程指数(LOF)C,2022-11-23,0.7571
67,013082,信诚中证基建工程指数(LOF)C,2022-11-22,0.742
68,013082,信诚中证基建工程指数(LOF)C,2022-11-21,0.7139
69,013082,信诚中证基建工程指数(LOF)C,2022-11-18,0.7179
70,013082,信诚中证基建工程指数(LOF)C,2022-11-17,0.7251
71,013082,信诚中证基建工程指数(LOF)C,2022-11-16,0.7254
72,013082,信诚中证基建工程指数(LOF)C,2022-11-15,0.7306
73,013082,信诚中证基建工程指数(LOF)C,2022-11-14,0.7231
74,013082,信诚中证基建工程指数(LOF)C,2022-11-11,0.7252
75,013082,信诚中证基建工程指数(LOF)C,2022-11-10,0.7082
76,013082,信诚中证基建工程指数(LOF)C,2022-11-09,0.7107
77,013082,信诚中证基建工程指数(LOF)C,2022-11-08,0.7131
78,013082,信诚中证基建工程指数(LOF)C,2022-11-07,0.7137
79,013082,信诚中证基建工程指数(LOF)C,2022-11-04,0.7088
80,013082,信诚中证基建工程指数(LOF)C,2022-11-03,0.6982
81,013082,信诚中证基建工程指数(LOF)C,2022-11-02,0.7007
82,013082,信诚中证基建工程指数(LOF)C,2022-11-01,0.6986
83,013082,信诚中证基建工程指数(LOF)C,2022-10-31,0.6816
84,013082,信诚中证基建工程指数(LOF)C,2022-10-28,0.6988
85,013082,信诚中证基建工程指数(LOF)C,2022-10-27,0.7146
86,013082,信诚中证基建工程指数(LOF)C,2022-10-26,0.7116
87,013082,信诚中证基建工程指数(LOF)C,2022-10-25,0.7092
88,013082,信诚中证基建工程指数(LOF)C,2022-10-24,0.7022
89,013082,信诚中证基建工程指数(LOF)C,2022-10-21,0.717
90,013082,信诚中证基建工程指数(LOF)C,2022-10-20,0.7043
91,013082,信诚中证基建工程指数(LOF)C,2022-10-19,0.7086
92,013082,信诚中证基建工程指数(LOF)C,2022-10-18,0.713
93,013082,信诚中证基建工程指数(LOF)C,2022-10-17,0.7139
94,013082,信诚中证基建工程指数(LOF)C,2022-10-14,0.71
95,013082,信诚中证基建工程指数(LOF)C,2022-10-13,0.702
96,013082,信诚中证基建工程指数(LOF)C,2022-10-12,0.7075
97,013082,信诚中证基建工程指数(LOF)C,2022-10-11,0.6962
98,013082,信诚中证基建工程指数(LOF)C,2022-10-10,0.6955
99,013082,信诚中证基建工程指数(LOF)C,2022-09-30,0.6955
100,013082,信诚中证基建工程指数(LOF)C,2022-09-29,0.6933
101,013082,信诚中证基建工程指数(LOF)C,2022-09-28,0.6989
102,013082,信诚中证基建工程指数(LOF)C,2022-09-27,0.7137
103,013082,信诚中证基建工程指数(LOF)C,2022-09-26,0.7079
