,FundCode,FundName,TradingDay,NetWorth
0,012553,天弘中证芯片产业指数C,2023-03-03,0.6802
1,012553,天弘中证芯片产业指数C,2023-03-02,0.6639
2,012553,天弘中证芯片产业指数C,2023-03-01,0.6695
3,012553,天弘中证芯片产业指数C,2023-02-28,0.6632
4,012553,天弘中证芯片产业指数C,2023-02-27,0.6593
5,012553,天弘中证芯片产业指数C,2023-02-24,0.6703
6,012553,天弘中证芯片产业指数C,2023-02-23,0.672
7,012553,天弘中证芯片产业指数C,2023-02-22,0.6732
8,012553,天弘中证芯片产业指数C,2023-02-21,0.675
9,012553,天弘中证芯片产业指数C,2023-02-20,0.6778
10,012553,天弘中证芯片产业指数C,2023-02-17,0.6691
11,012553,天弘中证芯片产业指数C,2023-02-16,0.69
12,012553,天弘中证芯片产业指数C,2023-02-15,0.7077
13,012553,天弘中证芯片产业指数C,2023-02-14,0.7001
14,012553,天弘中证芯片产业指数C,2023-02-13,0.7016
15,012553,天弘中证芯片产业指数C,2023-02-10,0.6989
16,012553,天弘中证芯片产业指数C,2023-02-09,0.7026
17,012553,天弘中证芯片产业指数C,2023-02-08,0.6755
18,012553,天弘中证芯片产业指数C,2023-02-07,0.6824
19,012553,天弘中证芯片产业指数C,2023-02-06,0.6847
20,012553,天弘中证芯片产业指数C,2023-02-03,0.6928
21,012553,天弘中证芯片产业指数C,2023-02-02,0.6925
22,012553,天弘中证芯片产业指数C,2023-02-01,0.6824
23,012553,天弘中证芯片产业指数C,2023-01-31,0.6708
24,012553,天弘中证芯片产业指数C,2023-01-30,0.6875
25,012553,天弘中证芯片产业指数C,2023-01-20,0.6866
26,012553,天弘中证芯片产业指数C,2023-01-19,0.6848
27,012553,天弘中证芯片产业指数C,2023-01-18,0.6697
28,012553,天弘中证芯片产业指数C,2023-01-17,0.6713
29,012553,天弘中证芯片产业指数C,2023-01-16,0.6565
30,012553,天弘中证芯片产业指数C,2023-01-13,0.6369
31,012553,天弘中证芯片产业指数C,2023-01-12,0.6359
32,012553,天弘中证芯片产业指数C,2023-01-11,0.6386
33,012553,天弘中证芯片产业指数C,2023-01-10,0.645
34,012553,天弘中证芯片产业指数C,2023-01-09,0.6389
35,012553,天弘中证芯片产业指数C,2023-01-06,0.6369
36,012553,天弘中证芯片产业指数C,2023-01-05,0.6386
37,012553,天弘中证芯片产业指数C,2023-01-04,0.6335
38,012553,天弘中证芯片产业指数C,2023-01-03,0.6378
39,012553,天弘中证芯片产业指数C,2022-12-30,0.6285
40,012553,天弘中证芯片产业指数C,2022-12-29,0.6332
41,012553,天弘中证芯片产业指数C,2022-12-28,0.6338
42,012553,天弘中证芯片产业指数C,2022-12-27,0.6421
43,012553,天弘中证芯片产业指数C,2022-12-26,0.6334
44,012553,天弘中证芯片产业指数C,2022-12-23,0.618
45,012553,天弘中证芯片产业指数C,2022-12-22,0.6303
46,012553,天弘中证芯片产业指数C,2022-12-21,0.6413
47,012553,天弘中证芯片产业指数C,2022-12-20,0.6502
48,012553,天弘中证芯片产业指数C,2022-12-19,0.6507
49,012553,天弘中证芯片产业指数C,2022-12-16,0.667
50,012553,天弘中证芯片产业指数C,2022-12-15,0.6796
51,012553,天弘中证芯片产业指数C,2022-12-14,0.6694
52,012553,天弘中证芯片产业指数C,2022-12-13,0.6699
53,012553,天弘中证芯片产业指数C,2022-12-12,0.6807
54,012553,天弘中证芯片产业指数C,2022-12-09,0.669
55,012553,天弘中证芯片产业指数C,2022-12-08,0.661
56,012553,天弘中证芯片产业指数C,2022-12-07,0.6709
57,012553,天弘中证芯片产业指数C,2022-12-06,0.6763
58,012553,天弘中证芯片产业指数C,2022-12-05,0.6629
59,012553,天弘中证芯片产业指数C,2022-12-02,0.6586
60,012553,天弘中证芯片产业指数C,2022-12-01,0.6641
61,012553,天弘中证芯片产业指数C,2022-11-30,0.6551
62,012553,天弘中证芯片产业指数C,2022-11-29,0.6562
63,012553,天弘中证芯片产业指数C,2022-11-28,0.6469
64,012553,天弘中证芯片产业指数C,2022-11-25,0.6558
65,012553,天弘中证芯片产业指数C,2022-11-24,0.6613
66,012553,天弘中证芯片产业指数C,2022-11-23,0.6667
67,012553,天弘中证芯片产业指数C,2022-11-22,0.6718
68,012553,天弘中证芯片产业指数C,2022-11-21,0.6774
69,012553,天弘中证芯片产业指数C,2022-11-18,0.6813
70,012553,天弘中证芯片产业指数C,2022-11-17,0.6991
71,012553,天弘中证芯片产业指数C,2022-11-16,0.6848
72,012553,天弘中证芯片产业指数C,2022-11-15,0.6943
73,012553,天弘中证芯片产业指数C,2022-11-14,0.6536
74,012553,天弘中证芯片产业指数C,2022-11-11,0.6493
75,012553,天弘中证芯片产业指数C,2022-11-10,0.6412
76,012553,天弘中证芯片产业指数C,2022-11-09,0.6585
77,012553,天弘中证芯片产业指数C,2022-11-08,0.664
78,012553,天弘中证芯片产业指数C,2022-11-07,0.6716
79,012553,天弘中证芯片产业指数C,2022-11-04,0.6792
80,012553,天弘中证芯片产业指数C,2022-11-03,0.6735
81,012553,天弘中证芯片产业指数C,2022-11-02,0.6527
82,012553,天弘中证芯片产业指数C,2022-11-01,0.6487
83,012553,天弘中证芯片产业指数C,2022-10-31,0.6424
84,012553,天弘中证芯片产业指数C,2022-10-28,0.6313
85,012553,天弘中证芯片产业指数C,2022-10-27,0.6402
86,012553,天弘中证芯片产业指数C,2022-10-26,0.6377
87,012553,天弘中证芯片产业指数C,2022-10-25,0.6196
88,012553,天弘中证芯片产业指数C,2022-10-24,0.6236
89,012553,天弘中证芯片产业指数C,2022-10-21,0.6234
90,012553,天弘中证芯片产业指数C,2022-10-20,0.6334
91,012553,天弘中证芯片产业指数C,2022-10-19,0.6067
92,012553,天弘中证芯片产业指数C,2022-10-18,0.6115
93,012553,天弘中证芯片产业指数C,2022-10-17,0.6164
94,012553,天弘中证芯片产业指数C,2022-10-14,0.6025
95,012553,天弘中证芯片产业指数C,2022-10-13,0.5879
96,012553,天弘中证芯片产业指数C,2022-10-12,0.5905
97,012553,天弘中证芯片产业指数C,2022-10-11,0.5686
98,012553,天弘中证芯片产业指数C,2022-10-10,0.5786
99,012553,天弘中证芯片产业指数C,2022-09-30,0.6186
100,012553,天弘中证芯片产业指数C,2022-09-29,0.6321
101,012553,天弘中证芯片产业指数C,2022-09-28,0.6326
102,012553,天弘中证芯片产业指数C,2022-09-27,0.6497
103,012553,天弘中证芯片产业指数C,2022-09-26,0.6368
104,012553,天弘中证芯片产业指数C,2022-09-23,0.6375
105,012553,天弘中证芯片产业指数C,2022-09-22,0.6527
106,012553,天弘中证芯片产业指数C,2022-09-21,0.6556
107,012553,天弘中证芯片产业指数C,2022-09-20,0.6684
108,012553,天弘中证芯片产业指数C,2022-09-19,0.6716
109,012553,天弘中证芯片产业指数C,2022-09-16,0.6847
110,012553,天弘中证芯片产业指数C,2022-09-15,0.6916
111,012553,天弘中证芯片产业指数C,2022-09-14,0.7124
112,012553,天弘中证芯片产业指数C,2022-09-13,0.7118
113,012553,天弘中证芯片产业指数C,2022-09-09,0.7125
114,012553,天弘中证芯片产业指数C,2022-09-08,0.7152
115,012553,天弘中证芯片产业指数C,2022-09-07,0.7231
116,012553,天弘中证芯片产业指数C,2022-09-06,0.7066
117,012553,天弘中证芯片产业指数C,2022-09-05,0.7007
118,012553,天弘中证芯片产业指数C,2022-09-02,0.7066
119,012553,天弘中证芯片产业指数C,2022-09-01,0.697
120,012553,天弘中证芯片产业指数C,2022-08-31,0.7051
121,012553,天弘中证芯片产业指数C,2022-08-30,0.7114
122,012553,天弘中证芯片产业指数C,2022-08-29,0.708
123,012553,天弘中证芯片产业指数C,2022-08-26,0.7064
124,012553,天弘中证芯片产业指数C,2022-08-25,0.717
125,012553,天弘中证芯片产业指数C,2022-08-24,0.7201
126,012553,天弘中证芯片产业指数C,2022-08-23,0.7536
127,012553,天弘中证芯片产业指数C,2022-08-22,0.7586
128,012553,天弘中证芯片产业指数C,2022-08-19,0.7576
129,012553,天弘中证芯片产业指数C,2022-08-18,0.777
130,012553,天弘中证芯片产业指数C,2022-08-17,0.7669
131,012553,天弘中证芯片产业指数C,2022-08-16,0.765
132,012553,天弘中证芯片产业指数C,2022-08-15,0.771
133,012553,天弘中证芯片产业指数C,2022-08-12,0.7753
134,012553,天弘中证芯片产业指数C,2022-08-11,0.7929
135,012553,天弘中证芯片产业指数C,2022-08-10,0.7812
136,012553,天弘中证芯片产业指数C,2022-08-09,0.786
137,012553,天弘中证芯片产业指数C,2022-08-08,0.7789
138,012553,天弘中证芯片产业指数C,2022-08-05,0.7832
139,012553,天弘中证芯片产业指数C,2022-08-04,0.738
140,012553,天弘中证芯片产业指数C,2022-08-03,0.7222
141,012553,天弘中证芯片产业指数C,2022-08-02,0.6987
142,012553,天弘中证芯片产业指数C,2022-08-01,0.7041
143,012553,天弘中证芯片产业指数C,2022-07-29,0.6935
144,012553,天弘中证芯片产业指数C,2022-07-28,0.7133
145,012553,天弘中证芯片产业指数C,2022-07-27,0.6981
146,012553,天弘中证芯片产业指数C,2022-07-26,0.7056
147,012553,天弘中证芯片产业指数C,2022-07-25,0.7025
148,012553,天弘中证芯片产业指数C,2022-07-22,0.7125
149,012553,天弘中证芯片产业指数C,2022-07-21,0.7211
150,012553,天弘中证芯片产业指数C,2022-07-20,0.7052
151,012553,天弘中证芯片产业指数C,2022-07-19,0.6977
152,012553,天弘中证芯片产业指数C,2022-07-18,0.6997
153,012553,天弘中证芯片产业指数C,2022-07-15,0.7022
154,012553,天弘中证芯片产业指数C,2022-07-14,0.7032
155,012553,天弘中证芯片产业指数C,2022-07-13,0.6974
156,012553,天弘中证芯片产业指数C,2022-07-12,0.7058
157,012553,天弘中证芯片产业指数C,2022-07-11,0.732
158,012553,天弘中证芯片产业指数C,2022-07-08,0.7537
159,012553,天弘中证芯片产业指数C,2022-07-07,0.7488
160,012553,天弘中证芯片产业指数C,2022-07-06,0.7535
161,012553,天弘中证芯片产业指数C,2022-07-05,0.7416
162,012553,天弘中证芯片产业指数C,2022-07-04,0.7423
163,012553,天弘中证芯片产业指数C,2022-07-01,0.7642
164,012553,天弘中证芯片产业指数C,2022-06-30,0.7667
165,012553,天弘中证芯片产业指数C,2022-06-29,0.7537
166,012553,天弘中证芯片产业指数C,2022-06-28,0.763
167,012553,天弘中证芯片产业指数C,2022-06-27,0.7357
168,012553,天弘中证芯片产业指数C,2022-06-24,0.7266
169,012553,天弘中证芯片产业指数C,2022-06-23,0.716
170,012553,天弘中证芯片产业指数C,2022-06-22,0.7004
171,012553,天弘中证芯片产业指数C,2022-06-21,0.723
172,012553,天弘中证芯片产业指数C,2022-06-20,0.7304
173,012553,天弘中证芯片产业指数C,2022-06-17,0.7225
174,012553,天弘中证芯片产业指数C,2022-06-16,0.7253
175,012553,天弘中证芯片产业指数C,2022-06-15,0.7144
176,012553,天弘中证芯片产业指数C,2022-06-14,0.7056
177,012553,天弘中证芯片产业指数C,2022-06-13,0.7246
178,012553,天弘中证芯片产业指数C,2022-06-10,0.7345
179,012553,天弘中证芯片产业指数C,2022-06-09,0.7223
180,012553,天弘中证芯片产业指数C,2022-06-08,0.7429
181,012553,天弘中证芯片产业指数C,2022-06-07,0.7433
182,012553,天弘中证芯片产业指数C,2022-06-06,0.7558
183,012553,天弘中证芯片产业指数C,2022-06-02,0.738
184,012553,天弘中证芯片产业指数C,2022-06-01,0.7115
185,012553,天弘中证芯片产业指数C,2022-05-31,0.7126
186,012553,天弘中证芯片产业指数C,2022-05-30,0.697
187,012553,天弘中证芯片产业指数C,2022-05-27,0.6881
188,012553,天弘中证芯片产业指数C,2022-05-26,0.6927
189,012553,天弘中证芯片产业指数C,2022-05-25,0.6977
190,012553,天弘中证芯片产业指数C,2022-05-24,0.6973
191,012553,天弘中证芯片产业指数C,2022-05-23,0.726
192,012553,天弘中证芯片产业指数C,2022-05-20,0.7202
193,012553,天弘中证芯片产业指数C,2022-05-19,0.7181
194,012553,天弘中证芯片产业指数C,2022-05-18,0.7062
195,012553,天弘中证芯片产业指数C,2022-05-17,0.7035
196,012553,天弘中证芯片产业指数C,2022-05-16,0.68
197,012553,天弘中证芯片产业指数C,2022-05-13,0.6879
198,012553,天弘中证芯片产业指数C,2022-05-12,0.6905
199,012553,天弘中证芯片产业指数C,2022-05-11,0.6841
200,012553,天弘中证芯片产业指数C,2022-05-10,0.6611
201,012553,天弘中证芯片产业指数C,2022-05-09,0.6382
202,012553,天弘中证芯片产业指数C,2022-05-06,0.6428
203,012553,天弘中证芯片产业指数C,2022-05-05,0.6611
204,012553,天弘中证芯片产业指数C,2022-04-29,0.658
205,012553,天弘中证芯片产业指数C,2022-04-28,0.6358
206,012553,天弘中证芯片产业指数C,2022-04-27,0.6433
207,012553,天弘中证芯片产业指数C,2022-04-26,0.6042
208,012553,天弘中证芯片产业指数C,2022-04-25,0.6212
209,012553,天弘中证芯片产业指数C,2022-04-22,0.6693
210,012553,天弘中证芯片产业指数C,2022-04-21,0.6845
211,012553,天弘中证芯片产业指数C,2022-04-20,0.6997
212,012553,天弘中证芯片产业指数C,2022-04-19,0.7093
213,012553,天弘中证芯片产业指数C,2022-04-18,0.7242
214,012553,天弘中证芯片产业指数C,2022-04-15,0.7005
215,012553,天弘中证芯片产业指数C,2022-04-14,0.7025
216,012553,天弘中证芯片产业指数C,2022-04-13,0.688
217,012553,天弘中证芯片产业指数C,2022-04-12,0.7055
218,012553,天弘中证芯片产业指数C,2022-04-11,0.6972
