,FundCode,FundName,TradingDay,NetWorth
0,014193,汇添富中证芯片产业指数增强发起A,2021-12-03,0.9997
1,014193,汇添富中证芯片产业指数增强发起A,2021-12-15,0.989
2,014193,汇添富中证芯片产业指数增强发起A,2021-12-16,0.9882
3,014193,汇添富中证芯片产业指数增强发起A,2021-12-17,0.9594
4,014193,汇添富中证芯片产业指数增强发起A,2021-12-20,0.9422
5,014193,汇添富中证芯片产业指数增强发起A,2021-12-21,0.9479
6,014193,汇添富中证芯片产业指数增强发起A,2021-12-22,0.9586
7,014193,汇添富中证芯片产业指数增强发起A,2021-12-23,0.9625
8,014193,汇添富中证芯片产业指数增强发起A,2021-12-24,0.9618
9,014193,汇添富中证芯片产业指数增强发起A,2021-12-27,0.9526
10,014193,汇添富中证芯片产业指数增强发起A,2021-12-28,0.9594
11,014193,汇添富中证芯片产业指数增强发起A,2021-12-29,0.9445
12,014193,汇添富中证芯片产业指数增强发起A,2021-12-30,0.9673
13,014193,汇添富中证芯片产业指数增强发起A,2021-12-31,0.9654
14,014193,汇添富中证芯片产业指数增强发起A,2022-01-04,0.9434
15,014193,汇添富中证芯片产业指数增强发起A,2022-01-05,0.9025
16,014193,汇添富中证芯片产业指数增强发起A,2022-01-06,0.8979
17,014193,汇添富中证芯片产业指数增强发起A,2022-01-07,0.8859
18,014193,汇添富中证芯片产业指数增强发起A,2022-01-10,0.8785
19,014193,汇添富中证芯片产业指数增强发起A,2022-01-11,0.8592
20,014193,汇添富中证芯片产业指数增强发起A,2022-01-12,0.8756
21,014193,汇添富中证芯片产业指数增强发起A,2022-01-13,0.8608
22,014193,汇添富中证芯片产业指数增强发起A,2022-01-14,0.8784
23,014193,汇添富中证芯片产业指数增强发起A,2022-01-17,0.8964
24,014193,汇添富中证芯片产业指数增强发起A,2022-01-18,0.9064
25,014193,汇添富中证芯片产业指数增强发起A,2022-01-19,0.8922
26,014193,汇添富中证芯片产业指数增强发起A,2022-01-20,0.8834
27,014193,汇添富中证芯片产业指数增强发起A,2022-01-21,0.8688
28,014193,汇添富中证芯片产业指数增强发起A,2022-01-24,0.8824
29,014193,汇添富中证芯片产业指数增强发起A,2022-01-25,0.8637
30,014193,汇添富中证芯片产业指数增强发起A,2022-01-26,0.8722
31,014193,汇添富中证芯片产业指数增强发起A,2022-01-27,0.8449
32,014193,汇添富中证芯片产业指数增强发起A,2022-01-28,0.8311
33,014193,汇添富中证芯片产业指数增强发起A,2022-02-07,0.8364
34,014193,汇添富中证芯片产业指数增强发起A,2022-02-08,0.8121
35,014193,汇添富中证芯片产业指数增强发起A,2022-02-09,0.8204
36,014193,汇添富中证芯片产业指数增强发起A,2022-02-10,0.8206
37,014193,汇添富中证芯片产业指数增强发起A,2022-02-11,0.8073
38,014193,汇添富中证芯片产业指数增强发起A,2022-02-14,0.8028
39,014193,汇添富中证芯片产业指数增强发起A,2022-02-15,0.8314
40,014193,汇添富中证芯片产业指数增强发起A,2022-02-16,0.826
41,014193,汇添富中证芯片产业指数增强发起A,2022-02-17,0.8366
42,014193,汇添富中证芯片产业指数增强发起A,2022-02-18,0.8273
43,014193,汇添富中证芯片产业指数增强发起A,2022-02-21,0.8246
44,014193,汇添富中证芯片产业指数增强发起A,2022-02-22,0.8291
45,014193,汇添富中证芯片产业指数增强发起A,2022-02-23,0.8756
46,014193,汇添富中证芯片产业指数增强发起A,2022-02-24,0.8677
47,014193,汇添富中证芯片产业指数增强发起A,2022-02-25,0.8767
48,014193,汇添富中证芯片产业指数增强发起A,2022-02-28,0.8815
49,014193,汇添富中证芯片产业指数增强发起A,2022-03-01,0.8806
50,014193,汇添富中证芯片产业指数增强发起A,2022-03-02,0.8678
51,014193,汇添富中证芯片产业指数增强发起A,2022-03-03,0.8503
52,014193,汇添富中证芯片产业指数增强发起A,2022-03-04,0.8568
53,014193,汇添富中证芯片产业指数增强发起A,2022-03-07,0.8267
54,014193,汇添富中证芯片产业指数增强发起A,2022-03-08,0.8266
55,014193,汇添富中证芯片产业指数增强发起A,2022-03-09,0.8336
56,014193,汇添富中证芯片产业指数增强发起A,2022-03-10,0.8424
57,014193,汇添富中证芯片产业指数增强发起A,2022-03-11,0.8428
58,014193,汇添富中证芯片产业指数增强发起A,2022-03-14,0.8162
59,014193,汇添富中证芯片产业指数增强发起A,2022-03-15,0.7932
60,014193,汇添富中证芯片产业指数增强发起A,2022-03-16,0.8233
61,014193,汇添富中证芯片产业指数增强发起A,2022-03-17,0.8236
