,FundCode,FundName,TradingDay,NetWorth
0,005223,广发中证基建工程ETF联接A,2023-03-03,0.9029
1,005223,广发中证基建工程ETF联接A,2023-03-02,0.8808
2,005223,广发中证基建工程ETF联接A,2023-03-01,0.8651
3,005223,广发中证基建工程ETF联接A,2023-02-28,0.8461
4,005223,广发中证基建工程ETF联接A,2023-02-27,0.8367
5,005223,广发中证基建工程ETF联接A,2023-02-24,0.8431
6,005223,广发中证基建工程ETF联接A,2023-02-23,0.8486
7,005223,广发中证基建工程ETF联接A,2023-02-22,0.8525
8,005223,广发中证基建工程ETF联接A,2023-02-21,0.8536
9,005223,广发中证基建工程ETF联接A,2023-02-20,0.8469
10,005223,广发中证基建工程ETF联接A,2023-02-17,0.8219
11,005223,广发中证基建工程ETF联接A,2023-02-16,0.8286
12,005223,广发中证基建工程ETF联接A,2023-02-15,0.8372
13,005223,广发中证基建工程ETF联接A,2023-02-14,0.8442
14,005223,广发中证基建工程ETF联接A,2023-02-13,0.8445
15,005223,广发中证基建工程ETF联接A,2023-02-10,0.8358
16,005223,广发中证基建工程ETF联接A,2023-02-09,0.8328
17,005223,广发中证基建工程ETF联接A,2023-02-08,0.8284
18,005223,广发中证基建工程ETF联接A,2023-02-07,0.8389
19,005223,广发中证基建工程ETF联接A,2023-02-06,0.8299
20,005223,广发中证基建工程ETF联接A,2023-02-03,0.829
21,005223,广发中证基建工程ETF联接A,2023-02-02,0.838
22,005223,广发中证基建工程ETF联接A,2023-02-01,0.8373
23,005223,广发中证基建工程ETF联接A,2023-01-31,0.8245
24,005223,广发中证基建工程ETF联接A,2023-01-30,0.8214
25,005223,广发中证基建工程ETF联接A,2023-01-20,0.8242
26,005223,广发中证基建工程ETF联接A,2023-01-19,0.8084
27,005223,广发中证基建工程ETF联接A,2023-01-18,0.803
28,005223,广发中证基建工程ETF联接A,2023-01-17,0.8005
29,005223,广发中证基建工程ETF联接A,2023-01-16,0.802
30,005223,广发中证基建工程ETF联接A,2023-01-13,0.7955
31,005223,广发中证基建工程ETF联接A,2023-01-12,0.7918
32,005223,广发中证基建工程ETF联接A,2023-01-11,0.7957
33,005223,广发中证基建工程ETF联接A,2023-01-10,0.7965
34,005223,广发中证基建工程ETF联接A,2023-01-09,0.8048
35,005223,广发中证基建工程ETF联接A,2023-01-06,0.803
36,005223,广发中证基建工程ETF联接A,2023-01-05,0.8027
37,005223,广发中证基建工程ETF联接A,2023-01-04,0.8005
38,005223,广发中证基建工程ETF联接A,2023-01-03,0.7952
39,005223,广发中证基建工程ETF联接A,2022-12-30,0.7845
