,FundCode,FundName,TradingDay,NetWorth
0,012552,天弘中证芯片产业指数A,2021-08-23,1.0054
1,012552,天弘中证芯片产业指数A,2021-08-24,1.0175
2,012552,天弘中证芯片产业指数A,2021-08-25,1.0146
3,012552,天弘中证芯片产业指数A,2021-08-26,0.9977
4,012552,天弘中证芯片产业指数A,2021-08-27,1.0054
5,012552,天弘中证芯片产业指数A,2021-08-30,0.9952
6,012552,天弘中证芯片产业指数A,2021-08-31,0.9701
7,012552,天弘中证芯片产业指数A,2021-09-01,0.9622
8,012552,天弘中证芯片产业指数A,2021-09-02,0.9332
9,012552,天弘中证芯片产业指数A,2021-09-03,0.9285
10,012552,天弘中证芯片产业指数A,2021-09-06,0.9459
11,012552,天弘中证芯片产业指数A,2021-09-07,0.9469
12,012552,天弘中证芯片产业指数A,2021-09-08,0.9364
13,012552,天弘中证芯片产业指数A,2021-09-09,0.9301
14,012552,天弘中证芯片产业指数A,2021-09-10,0.9693
15,012552,天弘中证芯片产业指数A,2021-09-13,0.9319
16,012552,天弘中证芯片产业指数A,2021-09-14,0.9348
17,012552,天弘中证芯片产业指数A,2021-09-15,0.9331
18,012552,天弘中证芯片产业指数A,2021-09-16,0.902
19,012552,天弘中证芯片产业指数A,2021-09-17,0.9051
20,012552,天弘中证芯片产业指数A,2021-09-22,0.9146
21,012552,天弘中证芯片产业指数A,2021-09-23,0.9312
22,012552,天弘中证芯片产业指数A,2021-09-24,0.9263
23,012552,天弘中证芯片产业指数A,2021-09-27,0.9215
24,012552,天弘中证芯片产业指数A,2021-09-28,0.9234
25,012552,天弘中证芯片产业指数A,2021-09-29,0.9023
26,012552,天弘中证芯片产业指数A,2021-09-30,0.9111
27,012552,天弘中证芯片产业指数A,2021-10-08,0.907
28,012552,天弘中证芯片产业指数A,2021-10-11,0.8952
29,012552,天弘中证芯片产业指数A,2021-10-12,0.8665
30,012552,天弘中证芯片产业指数A,2021-10-13,0.8895
31,012552,天弘中证芯片产业指数A,2021-10-14,0.8931
32,012552,天弘中证芯片产业指数A,2021-10-15,0.9236
33,012552,天弘中证芯片产业指数A,2021-10-18,0.9115
34,012552,天弘中证芯片产业指数A,2021-10-19,0.9144
35,012552,天弘中证芯片产业指数A,2021-10-20,0.9117
36,012552,天弘中证芯片产业指数A,2021-10-21,0.8976
37,012552,天弘中证芯片产业指数A,2021-10-22,0.9211
38,012552,天弘中证芯片产业指数A,2021-10-25,0.9295
39,012552,天弘中证芯片产业指数A,2021-10-26,0.9279
40,012552,天弘中证芯片产业指数A,2021-10-27,0.9194
41,012552,天弘中证芯片产业指数A,2021-10-28,0.9163
42,012552,天弘中证芯片产业指数A,2021-10-29,0.9388
43,012552,天弘中证芯片产业指数A,2021-11-01,0.9446
44,012552,天弘中证芯片产业指数A,2021-11-02,0.9638
45,012552,天弘中证芯片产业指数A,2021-11-03,0.9568
46,012552,天弘中证芯片产业指数A,2021-11-04,0.9701
47,012552,天弘中证芯片产业指数A,2021-11-05,0.9733
48,012552,天弘中证芯片产业指数A,2021-11-08,0.9587
49,012552,天弘中证芯片产业指数A,2021-11-09,0.9807
50,012552,天弘中证芯片产业指数A,2021-11-10,0.9854
51,012552,天弘中证芯片产业指数A,2021-11-11,1.0095
52,012552,天弘中证芯片产业指数A,2021-11-12,1.0048
53,012552,天弘中证芯片产业指数A,2021-11-15,0.987
54,012552,天弘中证芯片产业指数A,2021-11-16,0.973
55,012552,天弘中证芯片产业指数A,2021-11-17,0.9787
56,012552,天弘中证芯片产业指数A,2021-11-18,0.9702
57,012552,天弘中证芯片产业指数A,2021-11-19,0.9747
58,012552,天弘中证芯片产业指数A,2021-11-22,1.0168
59,012552,天弘中证芯片产业指数A,2021-11-23,1.0068
60,012552,天弘中证芯片产业指数A,2021-11-24,1.0003
61,012552,天弘中证芯片产业指数A,2021-11-25,1.0049
62,012552,天弘中证芯片产业指数A,2021-11-26,0.9831
63,012552,天弘中证芯片产业指数A,2021-11-29,0.9869
64,012552,天弘中证芯片产业指数A,2021-11-30,0.9964
65,012552,天弘中证芯片产业指数A,2021-12-01,0.9926
