FundCode,FundName,TradingDay,NetWorth
014854,嘉实中证半导体指数增强发起式A,2022-05-16,1.1043
014854,嘉实中证半导体指数增强发起式A,2022-05-17,1.1457
014854,嘉实中证半导体指数增强发起式A,2022-05-18,1.1495
014854,嘉实中证半导体指数增强发起式A,2022-05-19,1.1756
014854,嘉实中证半导体指数增强发起式A,2022-05-20,1.1714
014854,嘉实中证半导体指数增强发起式A,2022-05-23,1.1817
014854,嘉实中证半导体指数增强发起式A,2022-05-24,1.1376
014854,嘉实中证半导体指数增强发起式A,2022-05-25,1.1371
014854,嘉实中证半导体指数增强发起式A,2022-05-26,1.117
014854,嘉实中证半导体指数增强发起式A,2022-05-27,1.1086
014854,嘉实中证半导体指数增强发起式A,2022-05-30,1.1293
014854,嘉实中证半导体指数增强发起式A,2022-05-31,1.1475
014854,嘉实中证半导体指数增强发起式A,2022-06-01,1.1606
014854,嘉实中证半导体指数增强发起式A,2022-06-02,1.2112
014854,嘉实中证半导体指数增强发起式A,2022-06-06,1.2444
014854,嘉实中证半导体指数增强发起式A,2022-06-07,1.2182
014854,嘉实中证半导体指数增强发起式A,2022-06-08,1.2062
014854,嘉实中证半导体指数增强发起式A,2022-06-09,1.1676
014854,嘉实中证半导体指数增强发起式A,2022-06-10,1.1844
014854,嘉实中证半导体指数增强发起式A,2022-06-13,1.1694
014854,嘉实中证半导体指数增强发起式A,2022-06-14,1.1351
014854,嘉实中证半导体指数增强发起式A,2022-06-15,1.1449
014854,嘉实中证半导体指数增强发起式A,2022-06-16,1.1798
014854,嘉实中证半导体指数增强发起式A,2022-06-17,1.1763
014854,嘉实中证半导体指数增强发起式A,2022-06-20,1.1862
014854,嘉实中证半导体指数增强发起式A,2022-06-21,1.1825
014854,嘉实中证半导体指数增强发起式A,2022-06-22,1.1513
014854,嘉实中证半导体指数增强发起式A,2022-06-23,1.1844
014854,嘉实中证半导体指数增强发起式A,2022-06-24,1.1982
014854,嘉实中证半导体指数增强发起式A,2022-06-27,1.2111
014854,嘉实中证半导体指数增强发起式A,2022-06-28,1.243
014854,嘉实中证半导体指数增强发起式A,2022-06-29,1.2176
014854,嘉实中证半导体指数增强发起式A,2022-06-30,1.2392
014854,嘉实中证半导体指数增强发起式A,2022-07-01,1.2211
014854,嘉实中证半导体指数增强发起式A,2022-07-04,1.1696
014854,嘉实中证半导体指数增强发起式A,2022-07-05,1.1654
014854,嘉实中证半导体指数增强发起式A,2022-07-06,1.1957
014854,嘉实中证半导体指数增强发起式A,2022-07-07,1.2056
014854,嘉实中证半导体指数增强发起式A,2022-07-08,1.2118
014854,嘉实中证半导体指数增强发起式A,2022-07-11,1.1799
014854,嘉实中证半导体指数增强发起式A,2022-07-12,1.143
014854,嘉实中证半导体指数增强发起式A,2022-07-13,1.1317
014854,嘉实中证半导体指数增强发起式A,2022-07-14,1.1507
014854,嘉实中证半导体指数增强发起式A,2022-07-15,1.1692
014854,嘉实中证半导体指数增强发起式A,2022-07-18,1.1551
014854,嘉实中证半导体指数增强发起式A,2022-07-19,1.1493
014854,嘉实中证半导体指数增强发起式A,2022-07-20,1.16
014854,嘉实中证半导体指数增强发起式A,2022-07-21,1.2067
014854,嘉实中证半导体指数增强发起式A,2022-07-22,1.1864
014854,嘉实中证半导体指数增强发起式A,2022-07-25,1.1773
014854,嘉实中证半导体指数增强发起式A,2022-07-26,1.1846
014854,嘉实中证半导体指数增强发起式A,2022-07-27,1.1698
014854,嘉实中证半导体指数增强发起式A,2022-07-28,1.1987
014854,嘉实中证半导体指数增强发起式A,2022-07-29,1.1789
014854,嘉实中证半导体指数增强发起式A,2022-08-01,1.2042
014854,嘉实中证半导体指数增强发起式A,2022-08-02,1.2161
014854,嘉实中证半导体指数增强发起式A,2022-08-03,1.2446
014854,嘉实中证半导体指数增强发起式A,2022-08-04,1.2745
014854,嘉实中证半导体指数增强发起式A,2022-08-05,1.3511
014854,嘉实中证半导体指数增强发起式A,2022-08-08,1.3512
014854,嘉实中证半导体指数增强发起式A,2022-08-09,1.3756
014854,嘉实中证半导体指数增强发起式A,2022-08-10,1.3802
014854,嘉实中证半导体指数增强发起式A,2022-08-11,1.3939
014854,嘉实中证半导体指数增强发起式A,2022-08-12,1.3599
014854,嘉实中证半导体指数增强发起式A,2022-08-15,1.3615
014854,嘉实中证半导体指数增强发起式A,2022-08-16,1.3527
014854,嘉实中证半导体指数增强发起式A,2022-08-17,1.3582
014854,嘉实中证半导体指数增强发起式A,2022-08-18,1.3726
014854,嘉实中证半导体指数增强发起式A,2022-08-19,1.3313
014854,嘉实中证半导体指数增强发起式A,2022-08-22,1.3373
014854,嘉实中证半导体指数增强发起式A,2022-08-23,1.329
014854,嘉实中证半导体指数增强发起式A,2022-08-24,1.2691
014854,嘉实中证半导体指数增强发起式A,2022-08-25,1.2597
014854,嘉实中证半导体指数增强发起式A,2022-08-26,1.2399
014854,嘉实中证半导体指数增强发起式A,2022-08-29,1.2545
014854,嘉实中证半导体指数增强发起式A,2022-08-30,1.2739
