FundCode,FundName,TradingDay,NetWorth
012553,天弘中证芯片产业指数C,2021-08-23,1.0052
012553,天弘中证芯片产业指数C,2021-08-24,1.0173
012553,天弘中证芯片产业指数C,2021-08-25,1.0144
012553,天弘中证芯片产业指数C,2021-08-26,0.9975
012553,天弘中证芯片产业指数C,2021-08-27,1.0052
012553,天弘中证芯片产业指数C,2021-08-30,0.995
012553,天弘中证芯片产业指数C,2021-08-31,0.9699
012553,天弘中证芯片产业指数C,2021-09-01,0.962
012553,天弘中证芯片产业指数C,2021-09-02,0.9329
012553,天弘中证芯片产业指数C,2021-09-03,0.9283
012553,天弘中证芯片产业指数C,2021-09-06,0.9457
012553,天弘中证芯片产业指数C,2021-09-07,0.9466
012553,天弘中证芯片产业指数C,2021-09-08,0.9362
012553,天弘中证芯片产业指数C,2021-09-09,0.9299
012553,天弘中证芯片产业指数C,2021-09-10,0.9691
012553,天弘中证芯片产业指数C,2021-09-13,0.9316
012553,天弘中证芯片产业指数C,2021-09-14,0.9345
012553,天弘中证芯片产业指数C,2021-09-15,0.9329
012553,天弘中证芯片产业指数C,2021-09-16,0.9017
012553,天弘中证芯片产业指数C,2021-09-17,0.9048
012553,天弘中证芯片产业指数C,2021-09-22,0.9143
012553,天弘中证芯片产业指数C,2021-09-23,0.9308
012553,天弘中证芯片产业指数C,2021-09-24,0.926
012553,天弘中证芯片产业指数C,2021-09-27,0.9212
012553,天弘中证芯片产业指数C,2021-09-28,0.923
012553,天弘中证芯片产业指数C,2021-09-29,0.902
012553,天弘中证芯片产业指数C,2021-09-30,0.9108
012553,天弘中证芯片产业指数C,2021-10-08,0.9066
012553,天弘中证芯片产业指数C,2021-10-11,0.8948
012553,天弘中证芯片产业指数C,2021-10-12,0.8661
012553,天弘中证芯片产业指数C,2021-10-13,0.8891
012553,天弘中证芯片产业指数C,2021-10-14,0.8927
012553,天弘中证芯片产业指数C,2021-10-15,0.9232
012553,天弘中证芯片产业指数C,2021-10-18,0.911
012553,天弘中证芯片产业指数C,2021-10-19,0.9139
012553,天弘中证芯片产业指数C,2021-10-20,0.9113
012553,天弘中证芯片产业指数C,2021-10-21,0.8972
012553,天弘中证芯片产业指数C,2021-10-22,0.9206
012553,天弘中证芯片产业指数C,2021-10-25,0.929
012553,天弘中证芯片产业指数C,2021-10-26,0.9274
012553,天弘中证芯片产业指数C,2021-10-27,0.919
012553,天弘中证芯片产业指数C,2021-10-28,0.9158
012553,天弘中证芯片产业指数C,2021-10-29,0.9383
012553,天弘中证芯片产业指数C,2021-11-01,0.9441
012553,天弘中证芯片产业指数C,2021-11-02,0.9633
012553,天弘中证芯片产业指数C,2021-11-03,0.9562
012553,天弘中证芯片产业指数C,2021-11-04,0.9696
012553,天弘中证芯片产业指数C,2021-11-05,0.9727
012553,天弘中证芯片产业指数C,2021-11-08,0.9581
012553,天弘中证芯片产业指数C,2021-11-09,0.9801
012553,天弘中证芯片产业指数C,2021-11-10,0.9848
012553,天弘中证芯片产业指数C,2021-11-11,1.0089
012553,天弘中证芯片产业指数C,2021-11-12,1.0042
012553,天弘中证芯片产业指数C,2021-11-15,0.9864
012553,天弘中证芯片产业指数C,2021-11-16,0.9724
012553,天弘中证芯片产业指数C,2021-11-17,0.978
012553,天弘中证芯片产业指数C,2021-11-18,0.9696
012553,天弘中证芯片产业指数C,2021-11-19,0.9741
012553,天弘中证芯片产业指数C,2021-11-22,1.0162
012553,天弘中证芯片产业指数C,2021-11-23,1.0061
012553,天弘中证芯片产业指数C,2021-11-24,0.9996
012553,天弘中证芯片产业指数C,2021-11-25,1.0042
012553,天弘中证芯片产业指数C,2021-11-26,0.9824
012553,天弘中证芯片产业指数C,2021-11-29,0.9862
012553,天弘中证芯片产业指数C,2021-11-30,0.9957
012553,天弘中证芯片产业指数C,2021-12-01,0.9919
012553,天弘中证芯片产业指数C,2021-12-02,0.9913
012553,天弘中证芯片产业指数C,2021-12-03,1.0123
012553,天弘中证芯片产业指数C,2021-12-06,0.9918
012553,天弘中证芯片产业指数C,2021-12-07,0.9708
012553,天弘中证芯片产业指数C,2021-12-08,0.9945
012553,天弘中证芯片产业指数C,2021-12-09,0.9995
012553,天弘中证芯片产业指数C,2021-12-10,0.995
012553,天弘中证芯片产业指数C,2021-12-13,1.0002
012553,天弘中证芯片产业指数C,2021-12-14,0.999
012553,天弘中证芯片产业指数C,2021-12-15,0.9872
012553,天弘中证芯片产业指数C,2021-12-16,0.9865
012553,天弘中证芯片产业指数C,2021-12-17,0.9582
012553,天弘中证芯片产业指数C,2021-12-20,0.9416
012553,天弘中证芯片产业指数C,2021-12-21,0.948
012553,天弘中证芯片产业指数C,2021-12-22,0.9587
012553,天弘中证芯片产业指数C,2021-12-23,0.9596
012553,天弘中证芯片产业指数C,2021-12-24,0.958
012553,天弘中证芯片产业指数C,2021-12-27,0.9519
012553,天弘中证芯片产业指数C,2021-12-28,0.9578
012553,天弘中证芯片产业指数C,2021-12-29,0.9434
012553,天弘中证芯片产业指数C,2021-12-30,0.9659
012553,天弘中证芯片产业指数C,2021-12-31,0.9664
012553,天弘中证芯片产业指数C,2022-01-04,0.9488
012553,天弘中证芯片产业指数C,2022-01-05,0.9118
012553,天弘中证芯片产业指数C,2022-01-06,0.9076
012553,天弘中证芯片产业指数C,2022-01-07,0.8966
012553,天弘中证芯片产业指数C,2022-01-10,0.8898
012553,天弘中证芯片产业指数C,2022-01-11,0.8744
012553,天弘中证芯片产业指数C,2022-01-12,0.889
012553,天弘中证芯片产业指数C,2022-01-13,0.8745
012553,天弘中证芯片产业指数C,2022-01-14,0.8858
012553,天弘中证芯片产业指数C,2022-01-17,0.9036
012553,天弘中证芯片产业指数C,2022-01-18,0.9122
012553,天弘中证芯片产业指数C,2022-01-19,0.897
012553,天弘中证芯片产业指数C,2022-01-20,0.8879
012553,天弘中证芯片产业指数C,2022-01-21,0.8723
012553,天弘中证芯片产业指数C,2022-01-24,0.8843
012553,天弘中证芯片产业指数C,2022-01-25,0.8654
012553,天弘中证芯片产业指数C,2022-01-26,0.8744
012553,天弘中证芯片产业指数C,2022-01-27,0.8446
012553,天弘中证芯片产业指数C,2022-01-28,0.8307
012553,天弘中证芯片产业指数C,2022-02-07,0.8366
012553,天弘中证芯片产业指数C,2022-02-08,0.8161
012553,天弘中证芯片产业指数C,2022-02-09,0.8215
012553,天弘中证芯片产业指数C,2022-02-10,0.8237
012553,天弘中证芯片产业指数C,2022-02-11,0.8105
012553,天弘中证芯片产业指数C,2022-02-14,0.8031
012553,天弘中证芯片产业指数C,2022-02-15,0.8314
012553,天弘中证芯片产业指数C,2022-02-16,0.8267
012553,天弘中证芯片产业指数C,2022-02-17,0.835
012553,天弘中证芯片产业指数C,2022-02-18,0.8278
012553,天弘中证芯片产业指数C,2022-02-21,0.8259
012553,天弘中证芯片产业指数C,2022-02-22,0.8284
012553,天弘中证芯片产业指数C,2022-02-23,0.873
012553,天弘中证芯片产业指数C,2022-02-24,0.8651
012553,天弘中证芯片产业指数C,2022-02-25,0.8721
012553,天弘中证芯片产业指数C,2022-02-28,0.876
012553,天弘中证芯片产业指数C,2022-03-01,0.8759
012553,天弘中证芯片产业指数C,2022-03-02,0.8655
012553,天弘中证芯片产业指数C,2022-03-03,0.849
012553,天弘中证芯片产业指数C,2022-03-04,0.8558
012553,天弘中证芯片产业指数C,2022-03-07,0.8251
012553,天弘中证芯片产业指数C,2022-03-08,0.8262
012553,天弘中证芯片产业指数C,2022-03-09,0.8345
012553,天弘中证芯片产业指数C,2022-03-10,0.8421
012553,天弘中证芯片产业指数C,2022-03-11,0.8427
012553,天弘中证芯片产业指数C,2022-03-14,0.8157
012553,天弘中证芯片产业指数C,2022-03-15,0.7903
012553,天弘中证芯片产业指数C,2022-03-16,0.8274
012553,天弘中证芯片产业指数C,2022-03-17,0.8398
012553,天弘中证芯片产业指数C,2022-03-18,0.8321
012553,天弘中证芯片产业指数C,2022-03-21,0.8396
012553,天弘中证芯片产业指数C,2022-03-22,0.8263
012553,天弘中证芯片产业指数C,2022-03-23,0.8266
012553,天弘中证芯片产业指数C,2022-03-24,0.8076
012553,天弘中证芯片产业指数C,2022-03-25,0.7986
012553,天弘中证芯片产业指数C,2022-03-28,0.7897
012553,天弘中证芯片产业指数C,2022-03-29,0.7749
012553,天弘中证芯片产业指数C,2022-03-30,0.7889
012553,天弘中证芯片产业指数C,2022-03-31,0.7689
012553,天弘中证芯片产业指数C,2022-04-01,0.7677
012553,天弘中证芯片产业指数C,2022-04-06,0.7448
012553,天弘中证芯片产业指数C,2022-04-07,0.7308
012553,天弘中证芯片产业指数C,2022-04-08,0.7332
012553,天弘中证芯片产业指数C,2022-04-11,0.6972
012553,天弘中证芯片产业指数C,2022-04-12,0.7055
012553,天弘中证芯片产业指数C,2022-04-13,0.688
012553,天弘中证芯片产业指数C,2022-04-14,0.7025
012553,天弘中证芯片产业指数C,2022-04-15,0.7005
012553,天弘中证芯片产业指数C,2022-04-18,0.7242
012553,天弘中证芯片产业指数C,2022-04-19,0.7093
012553,天弘中证芯片产业指数C,2022-04-20,0.6997
012553,天弘中证芯片产业指数C,2022-04-21,0.6845
