FundCode,FundName,TradingDay,NetWorth
014193,汇添富中证芯片产业指数增强发起A,2023-03-03,0.6997
014193,汇添富中证芯片产业指数增强发起A,2023-03-02,0.6827
014193,汇添富中证芯片产业指数增强发起A,2023-03-01,0.6892
014193,汇添富中证芯片产业指数增强发起A,2023-02-28,0.6843
014193,汇添富中证芯片产业指数增强发起A,2023-02-27,0.6813
014193,汇添富中证芯片产业指数增强发起A,2023-02-24,0.6918
014193,汇添富中证芯片产业指数增强发起A,2023-02-23,0.6939
014193,汇添富中证芯片产业指数增强发起A,2023-02-22,0.6948
014193,汇添富中证芯片产业指数增强发起A,2023-02-21,0.6958
014193,汇添富中证芯片产业指数增强发起A,2023-02-20,0.6985
014193,汇添富中证芯片产业指数增强发起A,2023-02-17,0.6905
014193,汇添富中证芯片产业指数增强发起A,2023-02-16,0.7122
014193,汇添富中证芯片产业指数增强发起A,2023-02-15,0.7297
014193,汇添富中证芯片产业指数增强发起A,2023-02-14,0.7207
014193,汇添富中证芯片产业指数增强发起A,2023-02-13,0.7228
014193,汇添富中证芯片产业指数增强发起A,2023-02-10,0.7201
014193,汇添富中证芯片产业指数增强发起A,2023-02-09,0.7249
014193,汇添富中证芯片产业指数增强发起A,2023-02-08,0.6989
014193,汇添富中证芯片产业指数增强发起A,2023-02-07,0.7055
014193,汇添富中证芯片产业指数增强发起A,2023-02-06,0.7088
014193,汇添富中证芯片产业指数增强发起A,2023-02-03,0.7159
014193,汇添富中证芯片产业指数增强发起A,2023-02-02,0.7163
014193,汇添富中证芯片产业指数增强发起A,2023-02-01,0.705
014193,汇添富中证芯片产业指数增强发起A,2023-01-31,0.6937
014193,汇添富中证芯片产业指数增强发起A,2023-01-30,0.7109
014193,汇添富中证芯片产业指数增强发起A,2023-01-20,0.7115
014193,汇添富中证芯片产业指数增强发起A,2023-01-19,0.7104
014193,汇添富中证芯片产业指数增强发起A,2023-01-18,0.6964
014193,汇添富中证芯片产业指数增强发起A,2023-01-17,0.6978
014193,汇添富中证芯片产业指数增强发起A,2023-01-16,0.6821
014193,汇添富中证芯片产业指数增强发起A,2023-01-13,0.6619
014193,汇添富中证芯片产业指数增强发起A,2023-01-12,0.6614
014193,汇添富中证芯片产业指数增强发起A,2023-01-11,0.6643
014193,汇添富中证芯片产业指数增强发起A,2023-01-10,0.6709
014193,汇添富中证芯片产业指数增强发起A,2023-01-09,0.6645
014193,汇添富中证芯片产业指数增强发起A,2023-01-06,0.6629
014193,汇添富中证芯片产业指数增强发起A,2023-01-05,0.6645
014193,汇添富中证芯片产业指数增强发起A,2023-01-04,0.6601
014193,汇添富中证芯片产业指数增强发起A,2023-01-03,0.6666
014193,汇添富中证芯片产业指数增强发起A,2022-12-30,0.6567
014193,汇添富中证芯片产业指数增强发起A,2022-12-29,0.6619
014193,汇添富中证芯片产业指数增强发起A,2022-12-28,0.6625
014193,汇添富中证芯片产业指数增强发起A,2022-12-27,0.6699
014193,汇添富中证芯片产业指数增强发起A,2022-12-26,0.6604
014193,汇添富中证芯片产业指数增强发起A,2022-12-23,0.6439
014193,汇添富中证芯片产业指数增强发起A,2022-12-22,0.656
014193,汇添富中证芯片产业指数增强发起A,2022-12-21,0.6669
014193,汇添富中证芯片产业指数增强发起A,2022-12-20,0.6757
014193,汇添富中证芯片产业指数增强发起A,2022-12-19,0.6768
014193,汇添富中证芯片产业指数增强发起A,2022-12-16,0.6925
014193,汇添富中证芯片产业指数增强发起A,2022-12-15,0.7052
014193,汇添富中证芯片产业指数增强发起A,2022-12-14,0.6964
014193,汇添富中证芯片产业指数增强发起A,2022-12-13,0.6981
014193,汇添富中证芯片产业指数增强发起A,2022-12-12,0.7097
014193,汇添富中证芯片产业指数增强发起A,2022-12-09,0.6978
014193,汇添富中证芯片产业指数增强发起A,2022-12-08,0.689
014193,汇添富中证芯片产业指数增强发起A,2022-12-07,0.699
014193,汇添富中证芯片产业指数增强发起A,2022-12-06,0.7043
014193,汇添富中证芯片产业指数增强发起A,2022-12-05,0.6897
014193,汇添富中证芯片产业指数增强发起A,2022-12-02,0.687
014193,汇添富中证芯片产业指数增强发起A,2022-12-01,0.6925
014193,汇添富中证芯片产业指数增强发起A,2022-11-30,0.6832
014193,汇添富中证芯片产业指数增强发起A,2022-11-29,0.6857
014193,汇添富中证芯片产业指数增强发起A,2022-11-28,0.6784
014193,汇添富中证芯片产业指数增强发起A,2022-11-25,0.6855
014193,汇添富中证芯片产业指数增强发起A,2022-11-24,0.6909
014193,汇添富中证芯片产业指数增强发起A,2022-11-23,0.6953
014193,汇添富中证芯片产业指数增强发起A,2022-11-22,0.7001
014193,汇添富中证芯片产业指数增强发起A,2022-11-21,0.7063
014193,汇添富中证芯片产业指数增强发起A,2022-11-18,0.7098
014193,汇添富中证芯片产业指数增强发起A,2022-11-17,0.7297
014193,汇添富中证芯片产业指数增强发起A,2022-11-16,0.7169
014193,汇添富中证芯片产业指数增强发起A,2022-11-15,0.7281
014193,汇添富中证芯片产业指数增强发起A,2022-11-14,0.6866
014193,汇添富中证芯片产业指数增强发起A,2022-11-11,0.6837
014193,汇添富中证芯片产业指数增强发起A,2022-11-10,0.675
014193,汇添富中证芯片产业指数增强发起A,2022-11-09,0.6953
014193,汇添富中证芯片产业指数增强发起A,2022-11-08,0.7026
014193,汇添富中证芯片产业指数增强发起A,2022-11-07,0.7105
014193,汇添富中证芯片产业指数增强发起A,2022-11-04,0.7206
014193,汇添富中证芯片产业指数增强发起A,2022-11-03,0.7189
014193,汇添富中证芯片产业指数增强发起A,2022-11-02,0.697
014193,汇添富中证芯片产业指数增强发起A,2022-11-01,0.6921
014193,汇添富中证芯片产业指数增强发起A,2022-10-31,0.6891
014193,汇添富中证芯片产业指数增强发起A,2022-10-28,0.6804
014193,汇添富中证芯片产业指数增强发起A,2022-10-27,0.6828
014193,汇添富中证芯片产业指数增强发起A,2022-10-26,0.6863
014193,汇添富中证芯片产业指数增强发起A,2022-10-25,0.6715
014193,汇添富中证芯片产业指数增强发起A,2022-10-24,0.6727
014193,汇添富中证芯片产业指数增强发起A,2022-10-21,0.6685
014193,汇添富中证芯片产业指数增强发起A,2022-10-20,0.6773
014193,汇添富中证芯片产业指数增强发起A,2022-10-19,0.644
014193,汇添富中证芯片产业指数增强发起A,2022-10-18,0.6437
