FundCode,FundName,TradingDay,NetWorth
165525,信诚中证基建工程指数(LOF)A,2015-08-07,1.0
165525,信诚中证基建工程指数(LOF)A,2015-08-10,1.0
165525,信诚中证基建工程指数(LOF)A,2015-08-11,1.0
165525,信诚中证基建工程指数(LOF)A,2015-08-12,1.0
165525,信诚中证基建工程指数(LOF)A,2015-08-13,1.0
165525,信诚中证基建工程指数(LOF)A,2015-08-14,1.0
165525,信诚中证基建工程指数(LOF)A,2015-08-17,1.0
165525,信诚中证基建工程指数(LOF)A,2015-08-18,1.0
165525,信诚中证基建工程指数(LOF)A,2015-08-19,1.0
165525,信诚中证基建工程指数(LOF)A,2015-08-20,1.001
165525,信诚中证基建工程指数(LOF)A,2015-08-21,1.001
165525,信诚中证基建工程指数(LOF)A,2015-08-24,1.001
165525,信诚中证基建工程指数(LOF)A,2015-08-25,1.001
165525,信诚中证基建工程指数(LOF)A,2015-08-26,1.001
165525,信诚中证基建工程指数(LOF)A,2015-08-27,1.001
165525,信诚中证基建工程指数(LOF)A,2015-08-28,1.001
165525,信诚中证基建工程指数(LOF)A,2015-08-31,1.001
165525,信诚中证基建工程指数(LOF)A,2015-09-01,1.001
165525,信诚中证基建工程指数(LOF)A,2015-09-02,1.001
165525,信诚中证基建工程指数(LOF)A,2015-09-07,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-08,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-09,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-10,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-11,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-14,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-15,1.001
165525,信诚中证基建工程指数(LOF)A,2015-09-16,1.001
165525,信诚中证基建工程指数(LOF)A,2015-09-17,1.001
165525,信诚中证基建工程指数(LOF)A,2015-09-18,1.001
165525,信诚中证基建工程指数(LOF)A,2015-09-21,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-22,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-23,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-24,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-25,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-28,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-29,1.0
165525,信诚中证基建工程指数(LOF)A,2015-09-30,1.0
165525,信诚中证基建工程指数(LOF)A,2015-10-08,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-09,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-12,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-13,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-14,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-15,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-16,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-19,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-20,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-21,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-22,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-23,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-26,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-27,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-28,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-29,0.999
165525,信诚中证基建工程指数(LOF)A,2015-10-30,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-02,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-03,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-04,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-05,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-06,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-09,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-10,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-11,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-12,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-13,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-16,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-17,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-18,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-19,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-20,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-23,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-24,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-25,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-26,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-27,0.999
165525,信诚中证基建工程指数(LOF)A,2015-11-30,0.999
165525,信诚中证基建工程指数(LOF)A,2015-12-01,0.999
165525,信诚中证基建工程指数(LOF)A,2015-12-02,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-03,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-04,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-07,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-08,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-09,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-10,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-11,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-14,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-15,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-16,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-17,0.998
165525,信诚中证基建工程指数(LOF)A,2015-12-18,0.997
165525,信诚中证基建工程指数(LOF)A,2015-12-21,0.997
165525,信诚中证基建工程指数(LOF)A,2015-12-22,0.997
165525,信诚中证基建工程指数(LOF)A,2015-12-23,0.997
165525,信诚中证基建工程指数(LOF)A,2015-12-24,0.997
165525,信诚中证基建工程指数(LOF)A,2015-12-25,0.997
165525,信诚中证基建工程指数(LOF)A,2015-12-28,0.997
165525,信诚中证基建工程指数(LOF)A,2015-12-29,0.997
165525,信诚中证基建工程指数(LOF)A,2015-12-30,0.997
165525,信诚中证基建工程指数(LOF)A,2015-12-31,0.997
