FundCode,FundName,TradingDay,NetWorth
013446,东财芯片C,2023-03-03,0.7325
013446,东财芯片C,2023-03-02,0.7151
013446,东财芯片C,2023-03-01,0.721
013446,东财芯片C,2023-02-28,0.7142
013446,东财芯片C,2023-02-27,0.7101
013446,东财芯片C,2023-02-24,0.7218
013446,东财芯片C,2023-02-23,0.7237
013446,东财芯片C,2023-02-22,0.725
013446,东财芯片C,2023-02-21,0.7269
013446,东财芯片C,2023-02-20,0.7299
013446,东财芯片C,2023-02-17,0.7205
013446,东财芯片C,2023-02-16,0.7432
013446,东财芯片C,2023-02-15,0.7633
013446,东财芯片C,2023-02-14,0.7552
013446,东财芯片C,2023-02-13,0.7568
013446,东财芯片C,2023-02-10,0.754
013446,东财芯片C,2023-02-09,0.7583
013446,东财芯片C,2023-02-08,0.7291
013446,东财芯片C,2023-02-07,0.7365
013446,东财芯片C,2023-02-06,0.7389
013446,东财芯片C,2023-02-03,0.7478
013446,东财芯片C,2023-02-02,0.7475
013446,东财芯片C,2023-02-01,0.7361
013446,东财芯片C,2023-01-31,0.7235
013446,东财芯片C,2023-01-30,0.7418
013446,东财芯片C,2023-01-20,0.7409
013446,东财芯片C,2023-01-19,0.739
013446,东财芯片C,2023-01-18,0.7228
013446,东财芯片C,2023-01-17,0.7244
013446,东财芯片C,2023-01-16,0.7085
013446,东财芯片C,2023-01-13,0.6873
013446,东财芯片C,2023-01-12,0.6863
013446,东财芯片C,2023-01-11,0.6891
013446,东财芯片C,2023-01-10,0.696
013446,东财芯片C,2023-01-09,0.6894
013446,东财芯片C,2023-01-06,0.6873
013446,东财芯片C,2023-01-05,0.6891
013446,东财芯片C,2023-01-04,0.6836
013446,东财芯片C,2023-01-03,0.6882
013446,东财芯片C,2022-12-30,0.6783
013446,东财芯片C,2022-12-29,0.6831
013446,东财芯片C,2022-12-28,0.6837
013446,东财芯片C,2022-12-27,0.6926
013446,东财芯片C,2022-12-26,0.6833
013446,东财芯片C,2022-12-23,0.667
013446,东财芯片C,2022-12-22,0.6802
013446,东财芯片C,2022-12-21,0.6921
013446,东财芯片C,2022-12-20,0.7017
