FundCode,FundName,TradingDay,NetWorth
005628,汇安趋势动力股票A,2018-04-26,1.0
005628,汇安趋势动力股票A,2018-04-27,1.0001
005628,汇安趋势动力股票A,2018-05-02,1.0007
005628,汇安趋势动力股票A,2018-05-03,1.0008
005628,汇安趋势动力股票A,2018-05-04,1.0008
005628,汇安趋势动力股票A,2018-05-07,1.001
005628,汇安趋势动力股票A,2018-05-08,1.0011
005628,汇安趋势动力股票A,2018-05-09,1.0011
005628,汇安趋势动力股票A,2018-05-10,1.0012
005628,汇安趋势动力股票A,2018-05-11,1.0012
005628,汇安趋势动力股票A,2018-05-14,1.0013
005628,汇安趋势动力股票A,2018-05-15,1.0014
005628,汇安趋势动力股票A,2018-05-16,1.0014
005628,汇安趋势动力股票A,2018-05-17,1.0015
005628,汇安趋势动力股票A,2018-05-18,1.0015
005628,汇安趋势动力股票A,2018-05-24,1.0018
005628,汇安趋势动力股票A,2018-05-25,1.0021
005628,汇安趋势动力股票A,2018-05-28,1.0023
005628,汇安趋势动力股票A,2018-05-29,1.0023
005628,汇安趋势动力股票A,2018-05-30,1.0023
005628,汇安趋势动力股票A,2018-05-31,1.0023
005628,汇安趋势动力股票A,2018-06-01,1.0023
005628,汇安趋势动力股票A,2018-06-04,1.0024
005628,汇安趋势动力股票A,2018-06-05,1.0024
005628,汇安趋势动力股票A,2018-06-06,1.0024
005628,汇安趋势动力股票A,2018-06-07,1.0024
005628,汇安趋势动力股票A,2018-06-08,1.0024
005628,汇安趋势动力股票A,2018-06-11,1.0024
005628,汇安趋势动力股票A,2018-06-12,1.0024
005628,汇安趋势动力股票A,2018-06-13,1.0024
005628,汇安趋势动力股票A,2018-06-14,1.0024
005628,汇安趋势动力股票A,2018-06-15,1.0024
005628,汇安趋势动力股票A,2018-06-19,0.9982
005628,汇安趋势动力股票A,2018-06-20,0.9995
005628,汇安趋势动力股票A,2018-06-21,0.9959
005628,汇安趋势动力股票A,2018-06-22,0.9985
005628,汇安趋势动力股票A,2018-06-25,0.9961
005628,汇安趋势动力股票A,2018-06-26,0.9991
005628,汇安趋势动力股票A,2018-06-27,0.9963
005628,汇安趋势动力股票A,2018-06-28,0.9917
005628,汇安趋势动力股票A,2018-06-29,1.0019
005628,汇安趋势动力股票A,2018-07-02,0.995
005628,汇安趋势动力股票A,2018-07-03,1.0006
005628,汇安趋势动力股票A,2018-07-04,0.9947
005628,汇安趋势动力股票A,2018-07-05,0.9892
005628,汇安趋势动力股票A,2018-07-06,0.9908
005628,汇安趋势动力股票A,2018-07-09,1.0018
005628,汇安趋势动力股票A,2018-07-10,1.005
005628,汇安趋势动力股票A,2018-07-11,0.9948
005628,汇安趋势动力股票A,2018-07-12,1.0068
005628,汇安趋势动力股票A,2018-07-13,1.0056
005628,汇安趋势动力股票A,2018-07-16,1.0047
005628,汇安趋势动力股票A,2018-07-17,1.0063
005628,汇安趋势动力股票A,2018-07-18,1.0045
005628,汇安趋势动力股票A,2018-07-19,1.002
005628,汇安趋势动力股票A,2018-07-20,1.0124
005628,汇安趋势动力股票A,2018-07-23,1.0217
005628,汇安趋势动力股票A,2018-07-24,1.0268
005628,汇安趋势动力股票A,2018-07-25,1.0246
005628,汇安趋势动力股票A,2018-07-26,1.0195
005628,汇安趋势动力股票A,2018-07-27,1.0168
005628,汇安趋势动力股票A,2018-07-30,1.0113
005628,汇安趋势动力股票A,2018-07-31,1.0104
005628,汇安趋势动力股票A,2018-08-01,0.9943
005628,汇安趋势动力股票A,2018-08-02,0.9725
005628,汇安趋势动力股票A,2018-08-03,0.9694
005628,汇安趋势动力股票A,2018-08-06,0.9567
005628,汇安趋势动力股票A,2018-08-07,0.9784
005628,汇安趋势动力股票A,2018-08-08,0.9682
005628,汇安趋势动力股票A,2018-08-09,0.9817
005628,汇安趋势动力股票A,2018-08-10,0.9843
005628,汇安趋势动力股票A,2018-08-13,0.9855
005628,汇安趋势动力股票A,2018-08-14,0.9831
005628,汇安趋势动力股票A,2018-08-15,0.9737
005628,汇安趋势动力股票A,2018-08-16,0.9655
005628,汇安趋势动力股票A,2018-08-17,0.9583
005628,汇安趋势动力股票A,2018-08-20,0.9625
005628,汇安趋势动力股票A,2018-08-21,0.9683
005628,汇安趋势动力股票A,2018-08-22,0.9637
005628,汇安趋势动力股票A,2018-08-23,0.9654
005628,汇安趋势动力股票A,2018-08-24,0.962
005628,汇安趋势动力股票A,2018-08-27,0.9744
005628,汇安趋势动力股票A,2018-08-28,0.9758
005628,汇安趋势动力股票A,2018-08-29,0.9756
005628,汇安趋势动力股票A,2018-08-30,0.9656
005628,汇安趋势动力股票A,2018-08-31,0.9631
005628,汇安趋势动力股票A,2018-09-03,0.9657
005628,汇安趋势动力股票A,2018-09-04,0.9737
005628,汇安趋势动力股票A,2018-09-05,0.9659
005628,汇安趋势动力股票A,2018-09-06,0.964
005628,汇安趋势动力股票A,2018-09-07,0.9642
005628,汇安趋势动力股票A,2018-09-10,0.9566
005628,汇安趋势动力股票A,2018-09-11,0.9582
005628,汇安趋势动力股票A,2018-09-12,0.9582
005628,汇安趋势动力股票A,2018-09-13,0.9635
005628,汇安趋势动力股票A,2018-09-14,0.9589
005628,汇安趋势动力股票A,2018-09-17,0.9579
005628,汇安趋势动力股票A,2018-09-18,0.9605
005628,汇安趋势动力股票A,2018-09-19,0.9635
