FundCode,FundName,TradingDay,NetWorth
014194,汇添富中证芯片产业指数增强发起C,2023-03-03,0.6971
014194,汇添富中证芯片产业指数增强发起C,2023-03-02,0.6802
014194,汇添富中证芯片产业指数增强发起C,2023-03-01,0.6866
014194,汇添富中证芯片产业指数增强发起C,2023-02-28,0.6818
014194,汇添富中证芯片产业指数增强发起C,2023-02-27,0.6788
014194,汇添富中证芯片产业指数增强发起C,2023-02-24,0.6892
014194,汇添富中证芯片产业指数增强发起C,2023-02-23,0.6914
014194,汇添富中证芯片产业指数增强发起C,2023-02-22,0.6922
014194,汇添富中证芯片产业指数增强发起C,2023-02-21,0.6932
014194,汇添富中证芯片产业指数增强发起C,2023-02-20,0.696
014194,汇添富中证芯片产业指数增强发起C,2023-02-17,0.688
014194,汇添富中证芯片产业指数增强发起C,2023-02-16,0.7096
014194,汇添富中证芯片产业指数增强发起C,2023-02-15,0.7271
014194,汇添富中证芯片产业指数增强发起C,2023-02-14,0.7181
014194,汇添富中证芯片产业指数增强发起C,2023-02-13,0.7202
014194,汇添富中证芯片产业指数增强发起C,2023-02-10,0.7176
014194,汇添富中证芯片产业指数增强发起C,2023-02-09,0.7224
014194,汇添富中证芯片产业指数增强发起C,2023-02-08,0.6964
014194,汇添富中证芯片产业指数增强发起C,2023-02-07,0.703
014194,汇添富中证芯片产业指数增强发起C,2023-02-06,0.7063
014194,汇添富中证芯片产业指数增强发起C,2023-02-03,0.7134
014194,汇添富中证芯片产业指数增强发起C,2023-02-02,0.7138
014194,汇添富中证芯片产业指数增强发起C,2023-02-01,0.7025
014194,汇添富中证芯片产业指数增强发起C,2023-01-31,0.6913
014194,汇添富中证芯片产业指数增强发起C,2023-01-30,0.7084
014194,汇添富中证芯片产业指数增强发起C,2023-01-20,0.7091
014194,汇添富中证芯片产业指数增强发起C,2023-01-19,0.708
014194,汇添富中证芯片产业指数增强发起C,2023-01-18,0.694
014194,汇添富中证芯片产业指数增强发起C,2023-01-17,0.6955
014194,汇添富中证芯片产业指数增强发起C,2023-01-16,0.6798
014194,汇添富中证芯片产业指数增强发起C,2023-01-13,0.6597
014194,汇添富中证芯片产业指数增强发起C,2023-01-12,0.6592
014194,汇添富中证芯片产业指数增强发起C,2023-01-11,0.6621
014194,汇添富中证芯片产业指数增强发起C,2023-01-10,0.6686
014194,汇添富中证芯片产业指数增强发起C,2023-01-09,0.6623
014194,汇添富中证芯片产业指数增强发起C,2023-01-06,0.6607
