FundCode,FundName,TradingDay,NetWorth
005844,东方人工智能主题混合A,2018-06-08,1.0
005844,东方人工智能主题混合A,2018-06-11,1.0
005844,东方人工智能主题混合A,2018-06-12,1.0
005844,东方人工智能主题混合A,2018-06-13,1.0001
005844,东方人工智能主题混合A,2018-06-14,1.0001
005844,东方人工智能主题混合A,2018-06-15,1.0001
005844,东方人工智能主题混合A,2018-06-19,1.0003
005844,东方人工智能主题混合A,2018-06-20,1.0003
005844,东方人工智能主题混合A,2018-06-21,1.0004
005844,东方人工智能主题混合A,2018-06-22,1.0004
005844,东方人工智能主题混合A,2018-06-25,1.0006
005844,东方人工智能主题混合A,2018-06-26,1.0006
005844,东方人工智能主题混合A,2018-06-27,1.0006
005844,东方人工智能主题混合A,2018-06-28,1.0007
005844,东方人工智能主题混合A,2018-06-29,1.0007
005844,东方人工智能主题混合A,2018-07-02,1.0009
005844,东方人工智能主题混合A,2018-07-03,1.001
005844,东方人工智能主题混合A,2018-07-04,1.0011
005844,东方人工智能主题混合A,2018-07-05,1.0011
005844,东方人工智能主题混合A,2018-07-06,1.0012
005844,东方人工智能主题混合A,2018-07-09,1.0016
005844,东方人工智能主题混合A,2018-07-10,1.0024
005844,东方人工智能主题混合A,2018-07-11,1.0021
005844,东方人工智能主题混合A,2018-07-12,1.0055
005844,东方人工智能主题混合A,2018-07-13,1.0062
005844,东方人工智能主题混合A,2018-07-16,1.0057
005844,东方人工智能主题混合A,2018-07-17,1.0042
005844,东方人工智能主题混合A,2018-07-18,1.0024
005844,东方人工智能主题混合A,2018-07-19,1.0037
005844,东方人工智能主题混合A,2018-07-20,1.0054
005844,东方人工智能主题混合A,2018-07-23,1.0063
005844,东方人工智能主题混合A,2018-07-24,1.0101
005844,东方人工智能主题混合A,2018-07-25,1.0083
005844,东方人工智能主题混合A,2018-07-26,1.0039
005844,东方人工智能主题混合A,2018-07-27,1.002
005844,东方人工智能主题混合A,2018-07-30,0.9983
005844,东方人工智能主题混合A,2018-07-31,0.9982
005844,东方人工智能主题混合A,2018-08-01,0.993
005844,东方人工智能主题混合A,2018-08-02,0.9857
005844,东方人工智能主题混合A,2018-08-03,0.9765
005844,东方人工智能主题混合A,2018-08-06,0.9733
005844,东方人工智能主题混合A,2018-08-07,0.9822
005844,东方人工智能主题混合A,2018-08-08,0.9766
005844,东方人工智能主题混合A,2018-08-09,0.9876
005844,东方人工智能主题混合A,2018-08-10,0.988
005844,东方人工智能主题混合A,2018-08-13,0.989
005844,东方人工智能主题混合A,2018-08-14,0.9823
005844,东方人工智能主题混合A,2018-08-15,0.9723
005844,东方人工智能主题混合A,2018-08-16,0.9731
005844,东方人工智能主题混合A,2018-08-17,0.964
005844,东方人工智能主题混合A,2018-08-20,0.9684
005844,东方人工智能主题混合A,2018-08-21,0.975
005844,东方人工智能主题混合A,2018-08-22,0.9684
005844,东方人工智能主题混合A,2018-08-23,0.9693
005844,东方人工智能主题混合A,2018-08-24,0.9677
005844,东方人工智能主题混合A,2018-08-27,0.9843
005844,东方人工智能主题混合A,2018-08-28,0.9854
005844,东方人工智能主题混合A,2018-08-29,0.9804
005844,东方人工智能主题混合A,2018-08-30,0.9689
005844,东方人工智能主题混合A,2018-08-31,0.962
005844,东方人工智能主题混合A,2018-09-03,0.9581
005844,东方人工智能主题混合A,2018-09-04,0.9681
005844,东方人工智能主题混合A,2018-09-05,0.9573
005844,东方人工智能主题混合A,2018-09-06,0.9551
005844,东方人工智能主题混合A,2018-09-07,0.9466
005844,东方人工智能主题混合A,2018-09-10,0.9244
005844,东方人工智能主题混合A,2018-09-11,0.9283
005844,东方人工智能主题混合A,2018-09-12,0.9173
005844,东方人工智能主题混合A,2018-09-13,0.9235
005844,东方人工智能主题混合A,2018-09-14,0.9161
005844,东方人工智能主题混合A,2018-09-17,0.9076
005844,东方人工智能主题混合A,2018-09-18,0.9131
005844,东方人工智能主题混合A,2018-09-19,0.9176
005844,东方人工智能主题混合A,2018-09-20,0.917
005844,东方人工智能主题混合A,2018-09-21,0.9295
005844,东方人工智能主题混合A,2018-09-25,0.9258
005844,东方人工智能主题混合A,2018-09-26,0.9301
005844,东方人工智能主题混合A,2018-09-27,0.9212
005844,东方人工智能主题混合A,2018-09-28,0.9282
005844,东方人工智能主题混合A,2018-10-08,0.9003
005844,东方人工智能主题混合A,2018-10-09,0.8959
005844,东方人工智能主题混合A,2018-10-10,0.8943
